OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
24009,2016,NonResidential,Other,Care Center,1040 S Henderson,98108.0,1,GREATER DUWAMISH,47.52305,-122.31899,1994,1.0,2,54170,0,Other,Other,54170.0,,,,,,,107.1999969,111.6999969,221.1999969,226.0,5804784.5,19806746,6052090.0,20650588,0.0,0,825435,2816387.0,29883.96875,2988397.0,10196833,False,,Compliant,,178.35,3.29
24012,2016,SPS-District K-12,K-12 School,Concord International Elementary,723 S. Concord St.,98108.0,1,GREATER DUWAMISH,47.52361,-122.32469,2000,1.0,2,64493,0,K-12 School,K-12 School,64493.0,,,,,,85.0,30.89999962,31.60000038,86.59999847,87.30000305,1989763.875,6789356,2037940.0,6953739,0.0,0,489828,1671294.0,3184.696045,318470.0,1086664,True,,Error - Correct Default Data,,28.57,0.44
24018,2016,NonResidential,K-12 School,St. Edward School,4200 Mead St.,98118.0,2,SOUTHEAST,47.55095,-122.27978,1912,1.0,2,42252,0,K-12 School,K-12 School,42252.0,,,,,,49.0,52.20000076,61.90000153,70.5,81.30000305,2203758.5,7519536,2617491.25,8931250,0.0,0,93303,318351.0,18854.07813,1885408.0,6433279,False,,Compliant,,102.35,2.42
24026,2016,NonResidential,Self-Storage Facility,U-Haul Moving & Storage of SE Seattle,6401 Mlk Jr Wy S,98118.0,2,GREATER DUWAMISH,47.54514,-122.28596,1955,1.0,1,23100,0,Self-Storage Facility,Self-Storage Facility,23250.0,,,,,,,37.09999847,38.40000153,101.4000015,105.4000015,863703.0,2947076,893514.5,3048797,0.0,0,203280,693592.0,1701.110474,170111.0,580442,False,,Compliant,,13.87,0.6
24029,2016,NonResidential,Worship Facility,GRACE APOSTOLIC CHURCH,6718 M L King Jr Way S,98118.0,2,SOUTHEAST,47.5419,-122.28302,1981,1.0,3,22895,0,"Parking, Worship Facility",Worship Facility,22895.0,Parking,0.0,,,,96.0,19.20000076,22.10000038,40.90000153,45.5,440419.1875,1502772,505585.0,1725127,0.0,0,66526,226988.0,2134.310303,213431.0,728256,False,,Compliant,,12.92,0.56
24030,2016,NonResidential,Retail Store,King Plaza 6951,6951 Martin Luther King Jr Way S,98118.0,2,GREATER DUWAMISH,47.53922,-122.28295,2002,1.0,2,54211,17471,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,30000.0,Supermarket/Grocery Store,5000.0,Parking,4000.0,,100.0,36.20000076,36.20000076,113.6999969,113.6999969,1267463.125,4324763,1267463.125,4324763,0.0,0,371472,1267463.0,0.0,0.0,0,True,,Error - Correct Default Data,,8.84,0.16
24031,2016,Multifamily LR (1-4),Low-Rise Multifamily,ID24031,8320 RAINIER AVE  S,98118.0,2,SOUTHEAST,47.52888,-122.26961,1921,1.0,3,22170,0,"Multifamily Housing, Retail Store",Multifamily Housing,15000.0,Retail Store,7200.0,,,,,31.79999924,33.29999924,95.09999847,99.69999695,706879.5,2411972,739039.1875,2521706,0.0,0,192048,655269.0,516.0999756,51610.0,176100,False,,Compliant,,7.31,0.33
24033,2016,Multifamily LR (1-4),Low-Rise Multifamily,Valley Commons,8340 Rainier Ave S,98118.0,2,SOUTHEAST,47.52827,-122.26955,1962,1.0,4,21640,0,Multifamily Housing,Multifamily Housing,21640.0,,,,,,89.0,27.39999962,28.5,85.90000153,89.40000153,592221.0,2020741,616408.3125,2103272,0.0,0,173570,592221.0,0.0,0.0,0,False,,Compliant,,4.13,0.19
24034,2016,Multifamily LR (1-4),Low-Rise Multifamily,Rose Street,8124 Rainer Ave S,98118.0,2,SOUTHEAST,47.52971,-122.2696,2010,1.0,4,88043,0,"Multifamily Housing, Parking",Multifamily Housing,66286.0,Parking,21744.0,,,,82.0,37.20000076,39.90000153,87.90000153,93.40000153,2468322.5,8422265,2645366.0,9026363,0.0,0,453503,1547355.0,9209.669922,920967.0,3142469,False,,Compliant,,59.7,0.68
24035,2016,SPS-District K-12,K-12 School,Rainier View Elementary,11650 Beacon Ave S,98178.0,2,SOUTHEAST,47.49917,-122.26306,1961,1.0,1,41428,0,K-12 School,K-12 School,41428.0,,,,,,90.0,33.90000153,37.59999847,68.80000305,73.69999695,1404702.25,4793042,1556431.5,5310764,0.0,0,192707,657517.0,7471.848633,747185.0,2549501,True,,Error - Correct Default Data,,44.27,1.07
24036,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Dakota at Rainier Court,3642 33rd Avenue S,98144.0,2,SOUTHEAST,47.57059,-122.29047,2005,1.0,7,289471,81556,"Lifestyle Center, Multifamily Housing, Office, Parking",Multifamily Housing,175880.0,Parking,89425.0,Office,13528.0,,75.0,48.5,49.79999924,94.30000305,96.80000305,9367205.0,31962229,9608193.0,32784515,0.0,0,1174451,4007228.0,53599.76563,5359977.0,18289000,False,,Compliant,,312.6,1.08
24037,2016,Multifamily LR (1-4),Low-Rise Multifamily,Willis House,6341 5th Ave NE,98115.0,6,Northwest,47.67561,-122.324,1983,1.0,4,35577,0,"Multifamily Housing, Parking",Multifamily Housing,28567.0,Parking,7010.0,,,,55.0,35.90000153,38.0,112.8000031,119.1999969,1026041.125,3500997,1084718.5,3701213,0.0,0,300715,1026041.0,0.0,0.0,0,False,,Compliant,,7.15,0.2
24045,2016,Multifamily LR (1-4),Low-Rise Multifamily,Clarke Apartments,950 N 72nd,98103.0,6,NORTHWEST,47.68124,-122.34493,2009,1.0,4,41474,14084,"Multifamily Housing, Office",Multifamily Housing,19386.0,Office,3900.0,,,,,35.29999924,35.79999924,111.0,112.3000031,823032.375,2808303,832750.125,2841461,0.0,0,241217,823032.0,0.0,0.0,0,False,,Compliant,,5.74,0.14
24053,2016,Multifamily LR (1-4),Low-Rise Multifamily,Marco Apartments,9100 Roosevelt Way NE,98115.0,5,NORTH,47.69522,-122.31731,1970,1.0,3,22045,1869,"Multifamily Housing, Parking",Multifamily Housing,22000.0,Parking,1279.0,,,,59.0,28.0,29.5,87.80000305,92.69999695,615327.8125,2099585,649165.8125,2215045,0.0,0,180342,615328.0,0.0,0.0,0,False,,Compliant,,4.29,0.19
24062,2016,Multifamily LR (1-4),Low-Rise Multifamily,Maple Leaf Court,8620 23rd Ave NE,98115.0,5,NORTHEAST,47.69175,-122.30396,1990,1.0,4,37091,0,Multifamily Housing,Multifamily Housing,37091.0,,,,,,87.0,21.39999962,22.60000038,67.09999847,70.90000153,793060.875,2706036,837922.3125,2859109,0.0,0,232432,793061.0,0.0,0.0,0,False,,Compliant,,5.53,0.15
24069,2016,Multifamily LR (1-4),Low-Rise Multifamily,Maple Leaf Residence,2020 NE 89th St,98115.0,5,NORTH,47.69321,-122.30597,1990,0.0,3,30110,0,"Multifamily Housing, Parking",Multifamily Housing,26012.0,Parking,4098.0,,,,96.0,20.10000038,21.39999962,63.09999847,67.09999847,522791.0938,1783837,555492.625,1895419,0.0,0,153221,522791.0,0.0,0.0,0,False,,Compliant,,3.64,0.12
24070,2016,NonResidential,Self-Storage Facility,Metro Self Storage,8908 Lake City Way NE,98115.0,5,NORTHEAST,47.69316,-122.30487,2006,1.0,6,48179,7132,Self-Storage Facility,Self-Storage Facility,48179.0,,,,,,,16.5,17.39999962,45.70000076,47.5,797170.3125,2720057,837795.8125,2858677,0.0,0,191342,652860.0,1443.099976,144310.0,492406,False,,Compliant,,12.22,0.25
24072,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ravenna House,9428 Ravenna Ave NE,98115.0,5,NORTHEAST,47.69744,-122.30455,1970,1.0,4,25300,0,Multifamily Housing,Multifamily Housing,25300.0,,,,,,81.0,25.60000038,26.60000038,80.19999695,83.59999847,646505.1875,2205967,673502.8125,2298086,0.0,0,189479,646505.0,0.0,0.0,0,False,,Compliant,,4.51,0.18
24077,2016,Multifamily LR (1-4),Low-Rise Multifamily,Maple Leaf Villa,9400 Roosevelt Way NE,98115.0,5,NORTH,47.69694,-122.31729,1993,1.0,4,26390,0,Multifamily Housing,Multifamily Housing,14502.0,,,,,,,57.0,58.0,178.8999939,182.1999969,826416.5,2819850,841595.125,2871641,0.0,0,242208,826416.0,0.0,0.0,0,False,,Compliant,,5.76,0.22
24083,2016,NonResidential,Warehouse,1024-1048 6th Ave S,1024-1048 6th Ave S,98134.0,2,GREATER DUWAMISH,47.59294,-122.32555,1937,1.0,1,52325,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,52325.0,,,,,,67.0,15.5,17.60000038,37.79999924,41.09999847,808968.1875,2760314,919070.8125,3135999,0.0,0,158390,540429.0,2685.389893,268539.0,916293,False,,Compliant,,18.03,0.34
24085,2016,NonResidential,Other,Performance Radiator,1101 AIRPORT WAY S,98134.0,2,GREATER DUWAMISH,47.59322,-122.32491,1920,1.0,4,20600,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",20600.0,,,,,,,13.10000038,15.5,24.10000038,27.0,270838.5,924139,318703.1875,1087460,0.0,0,29681,101274.0,1695.649902,169565.0,578579,False,,Compliant,,9.71,0.47
24086,2016,Campus,Other,(ID#24086)Campus1:KC Metro Transit Atlantic Central Bases,1333 AIRPORT WAY S,98134.0,2,GREATER DUWAMISH,47.59042,-122.32498,1991,10.0,0,230971,0,"Other, Parking",Other,230970.0,Parking,0.0,,,,,91.0,96.19999695,235.1000061,242.1999969,21022288.0,71731023,22230844.0,75854787,0.0,0,4519276,15419770.0,56025.15234,5602515.0,19116574,False,,Compliant,,405.05,1.75
24089,2016,NonResidential,Retail Store,646 S HOLGATE ST,646 S HOLGATE ST,98134.0,2,GREATER DUWAMISH,47.58698,-122.32397,1944,1.0,1,25880,0,Retail Store,Retail Store,25880.0,,,,,,100.0,6.300000191,6.300000191,19.79999924,19.79999924,162960.0,556042,162960.0,556042,0.0,0,47760,162960.0,0.0,0.0,0,False,,Compliant,,1.14,0.04
24091,2016,NonResidential,Warehouse,"Total Reclaim, Inc",2200 6th Ave SE,98134.0,2,GREATER DUWAMISH,47.58336,-122.32525,1960,1.0,1,45842,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49802.0,Office,22198.0,,,,99.0,11.39999962,11.80000019,31.39999962,31.39999962,819354.625,2795754,847703.375,2892483,0.0,0,196713,671187.0,1481.669922,148167.0,505566,False,,Compliant,,12.55,0.27
24099,2016,NonResidential,Other,Thermal Supply,717 S Lander,98134.0,2,GREATER DUWAMISH,47.57936,-122.32322,1972,1.0,1,31365,0,Other,Other,31365.0,,,,,,,20.79999924,21.60000038,64.59999847,66.90000153,652991.6875,2228100,678829.8125,2316263,0.0,0,187982,641398.0,115.9399872,11594.0,39560,False,,Compliant,,5.09,0.16
24100,2016,NonResidential,Other,Canal Boiler Works,2702 6th Ave S,98134.0,2,GREATER DUWAMISH,47.57959,-122.32557,1910,1.0,1,32100,0,Other,Other,32100.0,,,,,,,23.60000038,28.20000076,45.20000076,50.0,758008.875,2586433,904458.125,3086139,0.0,0,92034,314021.0,4439.880371,443988.0,1514949,False,,Compliant,,25.77,0.8
24102,2016,NonResidential,Warehouse,Ingersoll Rand Building,2724 6th Avenue S,98134.0,2,GREATER DUWAMISH,47.57895,-122.32551,1966,1.0,1,20520,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,15400.0,Office,5120.0,,,,20.0,56.90000153,62.59999847,106.5,112.5,1167887.75,3984998,1284942.5,4384405,0.0,0,134489,458877.0,7090.110352,709011.0,2419245,False,,Compliant,,40.85,1.99
24104,2016,NonResidential,Warehouse,CF Resource,2752 6th Ave S,98134.0,2,GREATER DUWAMISH,47.57833,-122.32563,1945,1.0,1,22972,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,22972.0,,,,,,12.0,21.60000038,23.5,67.69999695,73.80000305,495481.0,1690651,539778.5,1841800,0.0,0,145217,495481.0,0.0,0.0,0,False,,Compliant,,3.45,0.15
24105,2016,NonResidential,Warehouse,625 Building,625 South Lander,98134.0,2,GREATER DUWAMISH,47.57934,-122.32501,1953,1.0,1,24990,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25649.0,Office,6728.0,,,,80.0,16.20000076,17.0,43.70000076,44.59999847,523614.0938,1786645,550746.6875,1879225,0.0,0,121398,414213.0,1094.011719,109401.0,373291,False,,Compliant,,8.7,0.35
24106,2016,NonResidential,Retail Store,BRU-PEP 2922-2930,2922 6th Ave S,98134.0,2,GREATER DUWAMISH,47.57667,-122.32542,1951,1.0,2,24000,0,"Office, Retail Store",Retail Store,22740.0,Office,4860.0,,,,,47.79999924,54.29999924,98.0,107.0,1318947.25,4500434,1497394.75,5109322,0.0,0,184901,630883.0,6880.640137,688064.0,2347771,False,,Compliant,,40.94,1.71
24108,2016,NonResidential,Warehouse,Spear Building,4005 6th Ave S,98108.0,2,GREATER DUWAMISH,47.56845,-122.32732,1963,1.0,1,100386,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,50628.0,Other - Services,49758.0,,,,,36.09999847,40.5,81.59999847,86.09999847,3626431.5,12373897,4060714.75,13855733,0.0,0,614081,2095246.0,15311.85156,1531185.0,5224620,False,,Compliant,,95.93,0.96
24112,2016,NonResidential,Distribution Center,FleetPride,600 S Dakota St,98108.0,2,GREATER DUWAMISH,47.56758,-122.32638,1966,1.0,1,24354,0,"Distribution Center, Office",Distribution Center,18470.0,Office,5884.0,,,,10.0,30.20000076,30.20000076,72.30000305,72.30000305,735907.8125,2511021,735907.8125,2511021,0.0,0,138417,472280.0,2636.280273,263628.0,899536,False,,Compliant,,17.29,0.71
24115,2016,NonResidential,Distribution Center,Stusser Electric,660 S Andover St,98108.0,2,GREATER DUWAMISH,47.56823,-122.32506,1959,1.0,1,33600,0,"Distribution Center, Office",Distribution Center,24000.0,Office,9600.0,,,,58.0,25.20000076,27.29999924,66.5,68.69999695,847419.375,2891514,918950.6875,3135589,0.0,0,188392,642794.0,2046.25,204625.0,698209,False,,Compliant,,15.35,0.46
24117,2016,NonResidential,Other,IMAGINE VISUAL SERVICE (ID24117),665 S DAKOTA ST,98108.0,2,GREATER DUWAMISH,47.56671,-122.32446,1974,1.0,1,20819,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,20819.0,,,,,,,81.40000153,90.90000153,169.8000031,179.6999969,1694930.375,5783342,1891759.125,6454950,0.0,0,246130,839797.0,8551.336914,855134.0,2917838,False,,Compliant,,51.27,2.46
24118,2016,NonResidential,Warehouse,(ID24118) Industrial Way Building,650 S INDUSTRIAL WAY,98108.0,2,GREATER DUWAMISH,47.5668,-122.32499,1967,1.0,1,23296,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,19471.0,Office,3825.0,,,,,61.40000153,70.40000153,134.3000031,146.0,1429855.75,4878870,1639903.75,5595583,0.0,0,228213,778664.0,6511.909668,651191.0,2221955,False,,Compliant,,40.01,1.72
24123,2016,NonResidential,Mixed Use Property,Parts and Service building,3707 Airport Way S,98134.0,2,GREATER DUWAMISH,47.57019,-122.32352,1954,1.0,1,35222,0,"Non-Refrigerated Warehouse, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",Non-Refrigerated Warehouse,15000.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",15000.0,Retail Store,4232.0,,,51.40000153,53.79999924,124.0,126.5,1758134.625,5999004,1840153.25,6278863,0.0,0,336365,1147678.0,6104.560059,610456.0,2082962,False,,Compliant,,40.42,1.15
24132,2016,NonResidential,Refrigerated Warehouse,820 South Adams Building: 820 South Adams Street,820 South Adams Street,98108.0,2,GREATER DUWAMISH,47.5668,-122.32149,1957,1.0,1,25520,0,Refrigerated Warehouse,Refrigerated Warehouse,25200.0,,,,,,100.0,63.90000153,70.5,114.8000031,121.8000031,1610794.75,5496259,1777297.75,6064391,0.0,0,168624,575346.0,10354.4834,1035448.0,3533095,False,,Compliant,,59.0,2.31
24134,2016,Multifamily LR (1-4),Low-Rise Multifamily,South Terrace Condominiums,1515 12th Avenue South,98144.0,2,GREATER DUWAMISH,47.58962,-122.31764,1983,1.0,4,28176,0,"Multifamily Housing, Parking",Multifamily Housing,28176.0,Parking,6200.0,,,,98.0,23.0,24.79999924,72.30000305,77.69999695,648634.875,2213234,697637.125,2380436,0.0,0,190104,648635.0,0.0,0.0,0,False,,Compliant,,4.52,0.16
24136,2016,Multifamily LR (1-4),Low-Rise Multifamily,Providence Peter Claver House,7101 38th Ave S.,98118.0,2,GREATER DUWAMISH,47.53871,-122.28511,2001,1.0,3,59846,0,Multifamily Housing,Multifamily Housing,59846.0,,,,,,72.0,33.20000076,34.29999924,84.69999695,87.19999695,1986556.25,6778411,2053668.125,7007406,0.0,0,418606,1428284.0,5582.719727,558272.0,1904903,False,,Compliant,,39.61,0.66
24137,2016,Multifamily LR (1-4),Senior Care Community,Esperanza Apartments,6940 37th Ave S,98118.0,2,GREATER DUWAMISH,47.54027,-122.28551,2001,1.0,3,66363,0,Senior Care Community,Senior Care Community,66363.0,,,,,,91.0,32.70000076,34.5,85.80000305,91.09999847,2168701.5,7399916,2292482.75,7822275,0.0,0,479146,1634849.0,5338.52002,533852.0,1821578,False,,Compliant,,39.75,0.6
24138,2016,Multifamily LR (1-4),Low-Rise Multifamily,Park Place Assisted Living,6900 37th Ave S,98118.0,2,GREATER DUWAMISH,47.54027,-122.28551,2001,1.0,3,121635,0,Multifamily Housing,Multifamily Housing,121635.0,,,,,,3.0,60.09999847,63.79999924,147.8000031,155.1999969,7308538.0,24937766,7760028.0,26478314,0.0,0,1444205,4927628.0,23809.0918,2380909.0,8123998,False,,Compliant,,160.8,1.32
24144,2016,Multifamily LR (1-4),Low-Rise Multifamily,Holly Terrace Condominiums,2550 Thorndyke Avenue West,98199.0,7,MAGNOLIA / QUEEN ANNE,47.6424,-122.38439,1969,1.0,4,22207,0,Multifamily Housing,Multifamily Housing,22206.0,,,,,,,28.29999924,30.10000038,65.40000153,70.0,628543.0,2144677,667342.625,2277067,0.0,0,111226,379504.0,2490.389893,249039.0,849756,False,,Compliant,,15.87,0.71
24150,2016,Multifamily LR (1-4),Low-Rise Multifamily,Seward Park Apartments,4911 South Rose St,98118.0,2,SOUTHEAST,47.52845,-122.2708,1953,1.0,2,20645,0,Multifamily Housing,Multifamily Housing,20645.0,,,,,,,37.20000076,39.20000076,116.8000031,123.0999985,767642.8125,2619305,809163.3125,2760979,0.0,0,224983,767643.0,0.0,0.0,0,False,,Compliant,,5.35,0.26
24153,2016,Multifamily LR (1-4),Low-Rise Multifamily,Cascade View,3506 NE 95th St,98111.0,5,NORTH,47.69779,-122.28988,1968,1.0,4,20278,0,Multifamily Housing,Multifamily Housing,20278.0,,,,,,77.0,24.60000038,26.20000076,77.19999695,82.40000153,498649.3125,1701462,531963.0,1815133,0.0,0,146145,498649.0,0.0,0.0,0,False,,Compliant,,3.48,0.17
24156,2016,Multifamily LR (1-4),Low-Rise Multifamily,Homborness,321 Boylston AVE E,98102.0,3,EAST,47.62177,-122.32338,1925,1.0,3,20832,0,Multifamily Housing,Multifamily Housing,20832.0,,,,,,34.0,78.40000153,88.30000305,116.1999969,126.5999985,1633141.125,5572508,1839353.5,6276134,0.0,0,98956,337638.0,12955.03027,1295503.0,4420439,False,,Compliant,,71.16,3.42
24160,2016,Multifamily LR (1-4),Low-Rise Multifamily,Longfellow Creek Apartments,5915 Delridge Way SW,98106.0,1,DELRIDGE,47.54969,-122.36408,1993,1.0,3,67313,0,Multifamily Housing,Multifamily Housing,67313.0,,,,,,36.0,38.0,40.59999847,119.3000031,127.5999985,2557933.75,8728032,2735258.5,9333089,0.0,0,749687,2557933.0,0.0,0.0,0,False,,Compliant,,17.83,0.26
24161,2016,Multifamily LR (1-4),Low-Rise Multifamily,Croft Place,6701 21st Ave SW,98106.0,1,DELRIDGE,47.5425,-122.36012,2005,1.0,2,25951,0,Multifamily Housing,Multifamily Housing,25951.0,,,,,,38.0,32.79999924,35.40000153,102.9000015,111.0,850615.8125,2902421,917668.5,3131214,0.0,0,249301,850616.0,0.0,0.0,0,False,,Compliant,,5.93,0.23
24950,2016,NonResidential,Other,COIN,811 S MASSACHUSETTS ST,98134.0,2,GREATER DUWAMISH,47.58754,-122.3224,1952,1.0,1,25460,0,Other,Other,8223.0,,,,,,,101.5,110.4000015,318.7000122,346.6000061,834711.875,2848155,907591.625,3096831,0.0,0,244640,834712.0,0.0,0.0,0,False,,Compliant,,5.82,0.23
24162,2016,Multifamily LR (1-4),Low-Rise Multifamily,(ID24162) Willow Court Apts,6901 Delridge Way SW,98106.0,1,DELRIDGE,47.54141,-122.36166,1987,1.0,3,85695,0,Multifamily Housing,Multifamily Housing,85695.0,,,,,,72.0,26.29999924,27.5,82.5,86.40000153,2251887.5,7683759,2356765.5,8041617,0.0,0,659990,2251887.0,0.0,0.0,0,True,,Error - Correct Default Data,,15.7,0.18
24163,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lam Bow Apartments,6935 Delridge Way SW,98106.0,1,DELRIDGE,47.54047,-122.36169,1970,1.0,3,46986,0,Multifamily Housing,Multifamily Housing,46986.0,,,,,,72.0,30.5,32.20000076,95.80000305,101.1999969,1433398.75,4890959,1514105.25,5166341,0.0,0,420105,1433399.0,0.0,0.0,0,False,,Compliant,,9.99,0.21
24164,2016,SPS-District K-12,K-12 School,Sanislo Elementary,1812 S.W. Myrtle,98106.0,1,DELRIDGE,47.53961,-122.35866,1970,1.0,1,41526,0,K-12 School,K-12 School,41526.0,,,,,,79.0,43.70000076,49.0,89.90000153,97.30000305,1814947.0,6192856,2033428.125,6938344,0.0,0,256331,874604.0,9403.424805,940342.0,3208580,True,,Error - Correct Default Data,,56.04,1.35
24166,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bergan Place Apartments,101 N 104th ST 98133,98133.0,6,NORTHWEST,47.70414,-122.35789,1987,1.0,3,41332,0,"Multifamily Housing, Parking",Multifamily Housing,32676.0,Parking,8656.0,,,,81.0,28.79999924,30.10000038,90.5,94.5,941257.3125,3211703,983370.5,3355399,0.0,0,275866,941257.0,0.0,0.0,0,False,,Compliant,,6.56,0.16
24170,2016,NonResidential,Small- and Mid-Sized Office,Willow Creek (Buildings 1 & 2),9700 Lake City Way NE,98115.0,5,NORTH,47.70008,-122.30321,1974,1.0,2,24291,0,Office,Office,24291.0,,,,,,87.0,37.90000153,37.90000153,119.0,119.0,920430.625,3140639,920430.625,3140639,0.0,0,269762,920430.0,0.0,0.0,0,False,,Compliant,,6.42,0.26
24172,2016,NonResidential,Retail Store,Les Schwab Tire Center #396,9801 Lake City Way NE,98115.0,5,NORTH,47.70053,-122.3038,1958,1.0,2,20738,0,Retail Store,Retail Store,20738.0,,,,,,44.0,25.39999962,25.39999962,79.80000305,79.80000305,526752.8125,1797355,526752.8125,1797355,0.0,0,154382,526753.0,0.0,0.0,0,False,,Compliant,,3.67,0.18
24173,2016,Multifamily LR (1-4),Low-Rise Multifamily,SS055 - 9818 5th Ave NE,9818 5th Ave NE,98115.0,5,NORTH,47.70093,-122.32275,1990,1.0,4,27344,0,"Multifamily Housing, Parking",Multifamily Housing,21616.0,Parking,5728.0,,,,31.0,37.29999924,39.70000076,117.0999985,124.8000031,806370.3125,2751449,858884.8125,2930636,0.0,0,236333,806370.0,0.0,0.0,0,False,,Compliant,,5.62,0.21
24178,2016,NonResidential,Mixed Use Property,Workshops Seattle Lake City Way,10015 Lake City Way NE,98125.0,5,NORTH,47.70175,-122.30269,2000,1.0,4,30948,0,"Office, Other",Office,11729.0,Other,11729.0,,,,,39.20000076,41.59999847,123.0999985,130.6000061,919746.3125,3138304,975936.5,3330033,0.0,0,269562,919746.0,0.0,0.0,0,False,,Compliant,,6.41,0.21
24179,2016,Multifamily LR (1-4),Low-Rise Multifamily,Northbrook Place,10215 Lake City Way NE,98125.0,5,NORTH,47.7026,-122.30211,1991,1.0,4,63670,0,Multifamily Housing,Multifamily Housing,63670.0,,,,,,37.0,33.0,34.29999924,103.5999985,107.6999969,2100813.5,7168273,2183529.0,7450510,0.0,0,615713,2100813.0,0.0,0.0,0,False,,Compliant,,14.65,0.23
24180,2016,NonResidential,Medical Office,Pac Med Northgate,10416 5th Avenue NE,98144.0,5,NORTH,47.7044,-122.32285,1986,1.0,2,28385,7056,Medical Office,Medical Office,20575.0,,,,,,1.0,129.0,129.0,405.1000061,405.1000061,2654316.0,9056902,2654316.0,9056902,0.0,0,777935,2654315.0,0.0,0.0,0,False,,Compliant,,18.5,0.65
24181,2016,Multifamily LR (1-4),Low-Rise Multifamily,Thornton Creek Apartments,512 NE 103rd ST,98125.0,5,NORTH,47.7033,-122.32209,1989,1.0,4,64195,0,"Multifamily Housing, Parking",Multifamily Housing,48965.0,Parking,15230.0,,,,72.0,31.29999924,32.90000153,98.30000305,103.1999969,1532390.25,5228732,1609288.625,5491120,0.0,0,449117,1532390.0,0.0,0.0,0,False,,Compliant,,10.68,0.17
24184,2016,Multifamily LR (1-4),Low-Rise Multifamily,Mapleleaf View,1000 NE 88th St,98115.0,5,NORTH,47.69239,-122.31738,1992,1.0,4,22935,0,"Multifamily Housing, Parking",Multifamily Housing,22935.0,Parking,10400.0,,,,,21.5,22.5,67.59999847,70.69999695,493969.6875,1685494,516389.6875,1761994,0.0,0,144774,493970.0,0.0,0.0,0,False,,Compliant,,3.44,0.15
24191,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Collins on Pine,1601 13th Avenue,98122.0,3,EAST,47.61554,-122.31572,2014,1.0,6,84389,0,"Multifamily Housing, Parking",Multifamily Housing,84389.0,Parking,3452.0,,,,91.0,29.89999962,30.79999924,70.59999847,73.5,2526375.0,8620349,2603010.0,8881838,0.0,0,463477,1581385.0,9449.899414,944990.0,3224439,False,,Compliant,,61.21,0.73
24201,2016,Multifamily LR (1-4),Low-Rise Multifamily,Washington Irving,1305 E Howell St,98122.0,3,EAST,47.61742,-122.31521,1923,1.0,4,30920,0,"Multifamily Housing, Parking",Multifamily Housing,30920.0,Parking,7260.0,,,,73.0,37.70000076,40.5,90.59999847,99.30000305,1166069.875,3978795,1251866.875,4271547,0.0,0,220969,753948.0,4121.220215,412122.0,1406218,False,,Compliant,,27.14,0.88
24202,2016,NonResidential,Warehouse,Warehouse,3440 6th Avenue S,98134.0,2,GREATER DUWAMISH,47.57254,-122.32549,1978,1.0,1,21755,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,17650.0,Office,2400.0,,,,,42.09999847,47.70000076,105.9000015,116.0999985,844076.8125,2880109,956406.375,3263393,0.0,0,173533,592096.0,2519.810303,251981.0,859794,False,,Compliant,,17.51,0.8
