OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
27095,2016,Multifamily LR (1-4),Low-Rise Multifamily,1926 Fairview,1926 Fairview Ave E,98102.0,4.0,LAKE UNION,47.63663,-122.32788000000001,1990.0,1.0,4.0,36792,0.0,"Multifamily Housing, Parking",Multifamily Housing,36792.0,Parking,12960.0,,,,65.0,34.90000153,37.79999924,83.90000153,88.30000305,1285646.75,1390935.0,0.0,243644.0938,831314.0,4543.330078,454333.0,False,Compliant,,29.93,0.81
27096,2016,Multifamily LR (1-4),Low-Rise Multifamily,9800 Roosevelt Condominium,9800 Roosevelt Way NE,98115.0,5.0,NORTH,47.70065,-122.31735,1983.0,1.0,3.0,23512,0.0,Multifamily Housing,Multifamily Housing,23512.0,,,,,,84.0,28.39999962,30.20000076,73.19999695,76.80000305,667871.125,708979.3125,0.0,142866.0938,487459.0,1804.1201170000002,180412.0,False,Compliant,,12.98,0.55
27097,2016,Multifamily LR (1-4),Low-Rise Multifamily,19th Avenue Lofts,1812 19TH AVE,98122.0,3.0,Central,47.617979999999996,-122.30724,2004.0,1.0,3.0,49518,0.0,Multifamily Housing,Multifamily Housing,49528.0,,,,,,42.0,36.70000076,39.5,80.59999847,84.80000305,1817513.0,1957391.625,0.0,291965.6875,996187.0,8213.260742,821326.0,False,Compliant,,50.57,1.02
27100,2016,Multifamily HR (10+),Hotel,Four Seasons Hotel,99 Union Street,98101.0,7.0,DOWNTOWN,47.60742,-122.33918999999999,2008.0,1.0,20.0,326516,0.0,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,252462.0,Multifamily Housing,145594.0,Parking,22801.0,,3.0,142.6000061,145.1999969,279.60000610000003,280.7999878,59107620.0,60202900.0,19654762.0,7131492.5,24332652.0,151202.0469,15120205.0,False,Compliant,,2489.78,7.63
27102,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Fifth Avenue Apartments,1401 5th Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63165,-122.34793,1963.0,1.0,7.0,28277,0.0,"Multifamily Housing, Parking",Multifamily Housing,28227.0,Parking,2500.0,,,,94.0,24.0,24.70000076,75.5,77.59999847,678663.3125,697525.125,0.0,198904.7969,678663.0,0.0,0.0,False,Compliant,,4.73,0.17
27103,2016,Multifamily LR (1-4),Low-Rise Multifamily,Townvue Apartments,1425 5th Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63201,-122.34783999999999,1958.0,1.0,4.0,21602,0.0,Multifamily Housing,Multifamily Housing,21602.0,,,,,,95.0,26.5,28.0,61.70000076,66.30000305,572654.3125,604420.5,0.0,102620.7969,350142.0,2225.1201170000004,222512.0,False,Compliant,,14.26,0.66
27105,2016,Multifamily LR (1-4),Low-Rise Multifamily,Crosspointe Vista,620 Comstock Street,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63089,-122.3439,1988.0,1.0,3.0,65689,0.0,Multifamily Housing,Multifamily Housing,65689.0,,,,,,73.0,21.10000038,22.10000038,66.19999695,69.40000153,1384693.5,1451552.75,0.0,405830.4063,1384693.0,0.0,0.0,False,Compliant,,9.65,0.15
27107,2016,Multifamily MR (5-9),Mid-Rise Multifamily,NoMa,5650 24th Ave NW,98107.0,6.0,BALLARD,47.6696,-122.38735,2007.0,1.0,6.0,109222,0.0,"Multifamily Housing, Parking",Multifamily Housing,109222.0,Parking,44616.0,,,,87.0,28.89999962,30.5,85.40000153,89.19999695,3151107.75,3328653.25,0.0,844638.375,2881906.0,2692.009766,269201.0,False,Compliant,,34.39,0.31
27114,2016,Multifamily LR (1-4),Low-Rise Multifamily,Thunderbird Apartments,4815-21 Fauntleroy Way SW,98116.0,1.0,SOUTHWEST,47.55857,-122.38186,1957.0,2.0,2.0,21596,0.0,Multifamily Housing,Multifamily Housing,21596.0,,,,,,77.0,26.0,28.89999962,81.80000305,90.59999847,562495.8125,623213.1875,0.0,164858.0938,562496.0,0.0,0.0,False,Compliant,,3.92,0.18
27117,2016,NonResidential,Warehouse,N W WAREHOUSE,6540 5TH PL S,98108.0,2.0,GREATER DUWAMISH,47.54443,-122.32688,1976.0,1.0,1.0,21040,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21040.0,,,,,,43.0,28.10000038,31.20000076,56.09999847,60.09999847,592088.125,657383.1875,0.0,78199.0,266815.0,3252.730225,325273.0,False,Compliant,,19.14,0.91
27122,2016,NonResidential,Warehouse,Cedar Heights,6535 5th Place South,98108.0,2.0,GREATER DUWAMISH,47.544909999999994,-122.32758000000001,1951.0,1.0,2.0,28032,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30000.0,,,,,,52.0,44.0,51.29999924,81.80000305,89.40000153,1321065.0,1539819.875,0.0,149629.5,510536.0,8105.290039,810529.0,False,Compliant,,46.61,1.66
27131,2016,NonResidential,Distribution Center,Pacific Rubber Inc,6720 E Marginal Way S,98108.0,2.0,GREATER DUWAMISH,47.54333,-122.32791999999999,1974.0,1.0,1.0,25620,0.0,Distribution Center,Distribution Center,25620.0,,,,,,82.0,21.5,25.5,38.0,43.09999847,550324.1875,652579.875,0.0,55670.89844,189949.0,3603.75,360375.0,False,Compliant,,20.46,0.8
27141,2016,NonResidential,Warehouse,(ID27141) TSUE CHONG BUILDING,800 S Weller St,98144.0,2.0,DOWNTOWN,47.59775,-122.32218999999999,1992.0,1.0,3.0,33238,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,33238.0,,,,,,14.0,49.09999847,49.09999847,154.1999969,154.1999969,1632472.0,1632472.0,0.0,478450.0938,1632472.0,0.0,0.0,False,Compliant,,11.38,0.34
27142,2016,NonResidential,K-12 School,St. James Cathedral Place,803 Terry,98104.0,3.0,EAST,47.60745,-122.32542,1912.0,1.0,4.0,27800,0.0,K-12 School,K-12 School,11093.0,,,,,,8.0,106.5,115.0,211.39999390000003,220.1999969,1181428.75,1275996.25,0.0,154882.7031,528460.0,6529.689941,652969.0,False,Compliant,,38.36,1.38
27144,2016,Multifamily LR (1-4),Low-Rise Multifamily,Mill Street,1918 Yessler Way,98122.0,3.0,CENTRAL,47.60187,-122.30665,2002.0,1.0,4.0,26255,0.0,Multifamily Housing,Multifamily Housing,26255.0,,,,,,,27.20000076,28.79999924,69.69999695,72.5,713821.875,755901.0,0.0,151550.7031,517091.0,1967.310059,196731.0,False,Compliant,,14.05,0.54
27145,2016,NonResidential,Large Office,719 2nd Ave (Millennium Tower),719 2nd Ave,98104.0,7.0,DOWNTOWN,47.60331,-122.33389,2000.0,1.0,6.0,706176,0.0,"Bank Branch, Office, Parking",Office,222807.0,Parking,78049.0,Bank Branch,5171.0,20172016,82.0,58.20000076,59.09999847,182.8000031,185.6000061,13270687.0,13473994.0,0.0,3889415.25,13270685.0,0.0,0.0,False,Compliant,,92.52,0.13
27146,2016,Multifamily LR (1-4),Low-Rise Multifamily,Miller Place,215 20th Avenue e,98112.0,3.0,Central,47.62014,-122.3064,1999.0,1.0,3.0,21158,0.0,Multifamily Housing,Multifamily Housing,17635.0,,,,,,,26.20000076,26.5,82.30000305,83.19999695,462465.5,467364.1875,0.0,135540.9063,462466.0,0.0,0.0,False,Compliant,,3.22,0.15
27154,2016,Multifamily LR (1-4),Low-Rise Multifamily,Monique Lofts Condominium,1505 11th Ave,98122.0,3.0,EAST,47.61435,-122.31841999999999,1913.0,1.0,4.0,26355,0.0,Multifamily Housing,Multifamily Housing,26355.0,,,,,,1.0,69.40000153,74.69999695,141.3000031,146.8999939,1829122.375,1969891.5,0.0,252938.5,863026.0,9660.959961,966096.0,False,Compliant,,57.33,2.18
27160,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Montreux Condominium,425 Vine Street,98121.0,7.0,DOWNTOWN,47.61758,-122.34631999999999,1998.0,1.0,7.0,74162,0.0,"Multifamily Housing, Office, Other, Other - Recreation, Parking, Restaurant",Multifamily Housing,62285.0,Parking,4000.0,Restaurant,597.0,,,41.29999924,43.29999924,117.5,121.6999969,2646523.5,2774286.5,0.0,666413.875,2273804.0,3727.1899409999996,372719.0,False,Compliant,,35.65,0.48
27162,2016,NonResidential,Supermarket / Grocery Store,West Seattle Thriftway,4201 SW MORGAN ST,98136.0,1.0,SOUTHWEST,47.544270000000004,-122.38609,1998.0,1.0,1.0,33706,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,31746.0,,,,,,22.0,273.7000122,283.2999878,651.2999877999999,661.4000244,8687690.0,8992072.0,0.0,1620309.625,5528496.0,31591.93555,3159194.0,False,Compliant,,206.33,6.12
27166,2016,Multifamily LR (1-4),Low-Rise Multifamily,CRESCENT APTS,5201 42ND AVE S,98118.0,2.0,SOUTHEAST,47.55512,-122.28161000000001,1963.0,1.0,3.0,27984,0.0,Multifamily Housing,Multifamily Housing,27984.0,,,,,,25.0,37.90000153,41.0,118.90000149999999,128.8000031,1059605.625,1148058.75,0.0,310552.5938,1059605.0,0.0,0.0,False,Compliant,,7.39,0.26
27184,2016,NonResidential,Mixed Use Property,property #10,1050 w nickerson/1050 w Ewing st.,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,1961.0,1.0,2.0,37600,0.0,"Non-Refrigerated Warehouse, Office, Other",Non-Refrigerated Warehouse,18400.0,Other,16200.0,Office,3000.0,,,57.79999924,65.90000153,86.90000153,98.0,2171751.5,2477406.25,0.0,138408.2969,472249.0,16995.02344,1699502.0,False,Compliant,,93.55,2.49
27189,2016,Multifamily HR (10+),High-Rise Multifamily,Denny Terrace,100 Melrose Ave E,98102.0,3.0,EAST,47.61882,-122.32758999999999,1969.0,1.0,10.0,139127,0.0,Multifamily Housing,Multifamily Housing,139127.0,,,,,,68.0,36.70000076,38.90000153,115.3000031,122.09999850000001,5106786.5,5408728.5,0.0,1496713.375,5106786.0,0.0,0.0,False,Compliant,,35.6,0.26
27192,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Iliad Apartments,112 Bellevue Ave East,98102.0,3.0,EAST,47.61902,-122.32638999999999,1965.0,1.0,4.0,26153,0.0,"Multifamily Housing, Parking",Multifamily Housing,22729.0,Parking,2739.0,,,,80.0,26.10000038,27.5,82.0,86.30000305,593543.3125,624559.5,0.0,173957.5938,593543.0,0.0,0.0,False,Compliant,,4.14,0.16
27195,2016,Multifamily MR (5-9),Mid-Rise Multifamily,BILTMORE,418 E LORETTA PL,98102.0,3.0,EAST,47.619440000000004,-122.32588999999999,1924.0,1.0,7.0,95611,0.0,Multifamily Housing,Multifamily Housing,95611.0,,,,,,50.0,84.30000305,94.80000305,117.3000031,128.3000031,8058913.5,9068219.0,0.0,385640.8125,1315806.0,67431.07031,6743107.0,False,Compliant,,367.3,3.84
27196,2016,Multifamily MR (5-9),Mid-Rise Multifamily,"FANEUIL HALL APARTMENTS, LLC",1562 E OLIVE WAY,98102.0,3.0,EAST,47.61898,-122.32585,1928.0,1.0,5.0,32980,0.0,Multifamily Housing,Multifamily Housing,32980.0,,,,,,72.0,41.90000153,46.0,96.40000153,108.1999969,1383204.25,1518038.625,0.0,242035.5,825825.0,5573.790039,557379.0,False,Compliant,,35.36,1.07
27198,2016,Multifamily HR (10+),High-Rise Multifamily,Royal Crest Condominium,2100 3rd Ave,98121.0,7.0,DOWNTOWN,47.61353,-122.34232,1973.0,1.0,26.0,187080,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,181135.0,Retail Store,5410.0,,,,86.0,34.59999847,38.0,96.19999695,106.40000149999999,6454820.0,7081851.0,0.0,1566533.75,5345013.0,11098.05957,1109806.0,False,Compliant,,96.2,0.51
27199,2016,Multifamily HR (10+),High-Rise Multifamily,Royal Manor,1120 8th Ave,98101.0,7.0,EAST,47.60929,-122.32946000000001,1970.0,1.0,21.0,94000,0.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,140000.0,Parking,24000.0,Retail Store,2500.0,,,36.09999847,40.0,89.90000153,98.5,5143676.5,5697288.0,0.0,1038326.5,3542770.0,16009.05957,1600906.0,False,Compliant,,109.72,1.17
27201,2016,Multifamily LR (1-4),Low-Rise Multifamily,RoyalOakCondo,12300 - 28th Ave NE,98125.0,5.0,NORTH,47.7177,-122.29767,1974.0,1.0,3.0,35333,0.0,"Multifamily Housing, Parking",Multifamily Housing,30933.0,Parking,4400.0,,,,61.0,29.70000076,29.70000076,93.40000153,93.40000153,919909.6875,919909.6875,0.0,269610.0938,919910.0,0.0,0.0,False,Compliant,,6.41,0.18
27203,2016,Multifamily LR (1-4),Low-Rise Multifamily,Roycroft Condominium,6015 Phinney Ave N,98103.0,6.0,NORTHWEST,47.672990000000006,-122.35486999999999,2004.0,1.0,4.0,39331,0.0,"Multifamily Housing, Parking",Multifamily Housing,39331.0,Parking,14400.0,,,,52.0,33.70000076,34.70000076,93.30000305,96.30000305,1326764.25,1365032.625,0.0,319198.6875,1089106.0,2376.579834,237658.0,False,Compliant,,20.21,0.51
27204,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ruby,2960 Eastlake Ave E,98102.0,4.0,LAKE UNION,47.64839,-122.32314,2008.0,1.0,4.0,57486,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,48438.0,Retail Store,9048.0,,,,93.0,22.60000038,22.60000038,70.90000153,70.90000153,1297633.75,1297633.75,0.0,380314.5938,1297633.0,0.0,0.0,False,Compliant,,9.05,0.16
27205,2016,SPS-District K-12,K-12 School,Viewlands Elementary,10525 3rd Ave. N.W.,98177.0,5.0,NORTHWEST,47.70597,-122.36113,1954.0,1.0,1.0,42128,0.0,K-12 School,K-12 School,42128.0,,,,,2016,93.0,40.59999847,44.40000153,86.90000153,92.90000153,1709307.5,1869043.875,0.0,261880.7969,893537.0,8157.702637,815770.0,False,Compliant,,49.55,1.18
27212,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lockhaven Condominium,3100 W. Commodore Way,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.66401,-122.39701000000001,1982.0,1.0,4.0,77966,0.0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,77966.0,Parking,25921.0,Swimming Pool,0.0,,85.0,38.40000153,40.79999924,80.80000305,86.19999695,2993032.25,3183666.75,0.0,442537.0,1509936.0,14830.95996,1483096.0,False,Compliant,,89.29,1.15
27213,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lockshore Condominium,3200 W Commodore Way,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.664429999999996,-122.39801999999999,1965.0,1.0,3.0,28944,0.0,"Multifamily Housing, Swimming Pool",Multifamily Housing,24111.0,Swimming Pool,0.0,,,,39.0,35.90000153,38.09999847,107.09999850000001,115.09999850000001,864751.8125,917574.0,0.0,234862.2031,801350.0,634.0200195,63402.0,False,Compliant,,8.95,0.31
27216,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Lofts condos,210 3rd Ave S,98104.0,7.0,DOWNTOWN,47.60045,-122.32988999999999,1904.0,1.0,5.0,30189,0.0,"Multifamily Housing, Parking",Multifamily Housing,30189.0,Parking,8614.0,,,,,24.20000076,24.39999962,67.30000305,67.5,729361.625,735206.3125,0.0,177385.5938,605240.0,1241.220093,124122.0,False,Compliant,,10.81,0.36
27218,2016,Multifamily LR (1-4),Mixed Use Property,Capitol Court,514 19th Ave E,98112.0,3.0,Central,47.62375,-122.30693000000001,2004.0,1.0,4.0,44432,0.0,"Multifamily Housing, Office, Other, Parking, Retail Store",Multifamily Housing,21930.0,Parking,17755.0,Other,2906.0,,,52.20000076,55.29999924,127.09999850000001,135.6000061,1396280.25,1478501.125,0.0,271168.5,925227.0,4710.530272999999,471053.0,False,Compliant,,31.47,0.71
27225,2016,Multifamily LR (1-4),Low-Rise Multifamily,Admiral Apartments,2203 California Ave SW,98116.0,1.0,SOUTHWEST,47.58383,-122.38681000000001,1926.0,1.0,3.0,23671,0.0,Multifamily Housing,Multifamily Housing,23671.0,,,,,,50.0,35.5,38.40000153,80.90000153,89.0,839362.0,908904.5,0.0,145061.7969,494951.0,3444.109619,344411.0,False,Compliant,,21.74,0.92
27231,2016,SPS-District K-12,K-12 School,Loyal Heights Elementary,2511 N.W. 80th St.,98117.0,6.0,BALLARD,47.686440000000005,-122.38905,1932.0,1.0,2.0,44753,0.0,K-12 School,K-12 School,46545.0,,,,,,96.0,35.20000076,39.09999847,62.09999847,67.19999695,1638691.625,1817756.125,0.0,163794.7031,558868.0,10798.24121,1079824.0,True,Error - Correct Default Data,,61.25,1.37
27232,2016,Multifamily LR (1-4),Low-Rise Multifamily,Mezzo Condominium,711 E Denny Way,98122.0,3.0,EAST,47.6184,-122.32323999999998,1989.0,0.0,4.0,20380,0.0,"Multifamily Housing, Parking",Multifamily Housing,28744.0,Parking,8100.0,,,,2.0,45.59999847,48.09999847,143.1000061,151.1000061,1310280.75,1382907.75,0.0,384021.3125,1310281.0,0.0,0.0,False,Compliant,,9.13,0.45
27234,2016,Multifamily LR (1-4),Low-Rise Multifamily,Midori Condominium HOA,1515 E. Yesler Way,98122.0,3.0,CENTRAL,47.60136,-122.31248000000001,2002.0,1.0,4.0,29808,0.0,"Multifamily Housing, Parking",Multifamily Housing,25586.0,Parking,4222.0,,,,80.0,38.09999847,41.29999924,84.19999695,90.90000153,975327.0,1056567.75,0.0,158357.7969,540317.0,4350.100098,435010.0,False,Compliant,,26.87,0.9
27235,2016,Multifamily LR (1-4),Low-Rise Multifamily,Midtown,732 11th Ave E,98102.0,3.0,EAST,47.62625,-122.31768999999998,1969.0,1.0,4.0,27878,0.0,Multifamily Housing,Multifamily Housing,23232.0,,,,,,53.0,28.29999924,30.0,89.0,94.30000305,658297.5,697870.125,0.0,192935.9063,658297.0,0.0,0.0,False,Compliant,,4.59,0.16
27241,2016,Multifamily LR (1-4),Low-Rise Multifamily,Miller Apts LLC,709 E Pike,98122.0,3.0,EAST,47.61385,-122.32271000000001,1910.0,1.0,3.0,23597,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,19216.0,Retail Store,8029.0,,,,,81.69999695,82.90000153,154.0,155.3000031,2225265.5,2258480.0,0.0,260820.5,889920.0,13353.45898,1335346.0,False,Compliant,,77.12,3.27
27244,2016,NonResidential,Other,Knights of Columbus,722 E Union St,98122.0,3.0,EAST,47.61314,-122.32262,1912.0,1.0,3.0,33708,0.0,Other,Other,33708.0,,,,,,,23.29999924,24.79999924,60.40000153,62.20000076,786324.0,835610.875,166488.4063,166203.2969,567086.0,527.5,52750.0,False,Compliant,,19.61,0.58
27245,2016,Multifamily LR (1-4),Low-Rise Multifamily,St. Johns Apartments,725 E. Pike Street,98122.0,3.0,EAST,47.6139,-122.32241,1910.0,1.0,3.0,24682,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,17822.0,Retail Store,6085.0,,,,74.0,112.1999969,113.40000149999999,205.3999939,206.6999969,2681771.0,2710595.0,0.0,293781.3125,1002382.0,16793.89063,1679389.0,False,Non-Compliant,High outlier,96.18,3.9
27252,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Greenhouse,3701 South Hudson,98118.0,2.0,SOUTHEAST,47.55681,-122.28578999999999,2012.0,1.0,5.0,121773,25568.0,Multifamily Housing,Multifamily Housing,121000.0,,,,,,81.0,24.70000076,25.60000038,61.5,63.90000153,2986728.0,3092287.25,0.0,603832.0,2060275.0,9264.530273,926453.0,False,Compliant,,63.57,0.52
27258,2016,Multifamily LR (1-4),Low-Rise Multifamily,Morningside Heights Apartments,9425 35th Ave NE,98115.0,5.0,NORTHEAST,47.697109999999995,-122.29098,1994.0,1.0,3.0,50095,0.0,"Multifamily Housing, Office, Parking",Multifamily Housing,26170.0,Parking,15179.0,Office,8746.0,,83.0,28.10000038,29.39999962,88.19999695,92.40000153,981242.3125,1027269.375,0.0,287585.5938,981242.0,0.0,0.0,False,Compliant,,6.84,0.14
27260,2016,Multifamily HR (10+),High-Rise Multifamily,Mosler Lofts Condominium,2720 3rd Ave,98121.0,7.0,DOWNTOWN,47.617540000000005,-122.34902,2007.0,1.0,12.0,175353,0.0,"Financial Office, Food Service, Multifamily Housing, Other, Parking",Multifamily Housing,138566.0,Parking,6876.0,Other,3212.0,,53.0,42.20000076,44.29999924,105.90000149999999,110.40000149999999,6074249.0,6377454.0,0.0,1245515.875,4249700.0,18245.48047,1824548.0,False,Compliant,,126.53,0.72
27264,2016,Multifamily LR (1-4),Low-Rise Multifamily,Maple Leaf Apartment,3501 14th Avenue South,98144.0,2.0,GREATER DUWAMISH,47.57184,-122.31515,1980.0,1.0,4.0,26245,0.0,Multifamily Housing,Multifamily Housing,26245.0,,,,,,76.0,28.60000038,30.0,89.80000305,94.30000305,750583.625,788535.1875,0.0,219983.5,750584.0,0.0,0.0,False,Compliant,,5.23,0.2
27265,2016,Multifamily LR (1-4),Low-Rise Multifamily,Citywalk,1130 North 115th Street,98133.0,5.0,NORTHWEST,47.7129,-122.34351000000001,1987.0,1.0,3.0,103345,0.0,Multifamily Housing,Multifamily Housing,92010.0,,,,,,42.0,43.70000076,45.29999924,114.0,118.5,4018570.0,4170263.5,0.0,879799.375,3001875.0,10166.94043,1016694.0,False,Compliant,,74.92,0.72
27266,2016,Multifamily MR (5-9),Mid-Rise Multifamily,North Park Villa,1100 N 115th Street,98133.0,5.0,NORTHWEST,47.71257,-122.34418000000001,2005.0,1.0,6.0,93191,0.0,"Multifamily Housing, Parking",Multifamily Housing,65434.0,Parking,27757.0,,,,96.0,28.70000076,29.29999924,90.09999847,92.09999847,1878442.25,1919649.75,0.0,550539.8125,1878442.0,0.0,0.0,False,Compliant,,13.1,0.14
27274,2016,Multifamily LR (1-4),Low-Rise Multifamily,Pegasus Court,12345 Roosevelt Way NE,98125.0,5.0,North,47.71884,-122.31855,1999.0,1.0,4.0,40317,0.0,Multifamily Housing,Multifamily Housing,31856.0,,,,,,51.0,29.60000038,31.0,92.90000153,97.40000153,942712.5,988143.6875,0.0,276293.1875,942712.0,0.0,0.0,False,Compliant,,6.57,0.16
27277,2016,Multifamily LR (1-4),Low-Rise Multifamily,Evanston Place Apartments,4323 Evanston Ave N,98103.0,6.0,LAKE UNION,47.65976,-122.35134,1991.0,1.0,4.0,31500,0.0,"Multifamily Housing, Parking",Multifamily Housing,24809.0,Parking,6691.0,,,,94.0,20.0,21.0,62.70000076,65.80000305,495152.6875,519781.1875,0.0,145121.0,495153.0,0.0,0.0,False,Compliant,,3.45,0.11
27294,2016,Multifamily LR (1-4),Low-Rise Multifamily,Ederling LLC Apartments,1520 NE 143rd Street,98125.0,5.0,NORTH,47.73233,-122.31197,1976.0,1.0,3.0,21520,0.0,Multifamily Housing,Multifamily Housing,21520.0,,,,,,88.0,20.5,21.79999924,64.30000305,68.40000153,440870.4063,468904.0,0.0,129211.7031,440870.0,0.0,0.0,False,Compliant,,3.07,0.14
27295,2016,Multifamily LR (1-4),Low-Rise Multifamily,Jackson Manor,1526 NE 143rd ST,98125.0,5.0,NORTH,47.73234,-122.3116,1976.0,1.0,4.0,21580,0.0,Multifamily Housing,Multifamily Housing,21580.0,,,,,,,21.70000076,23.20000076,68.09999847,72.80000305,467930.0,500474.1875,0.0,137142.4063,467930.0,0.0,0.0,False,Compliant,,3.26,0.15
27296,2016,Multifamily LR (1-4),Low-Rise Multifamily,Executive Estates E bldg,14040 15th AVE NE,98125.0,5.0,NORTH,47.73192,-122.31187,1969.0,1.0,3.0,97254,0.0,Multifamily Housing,Multifamily Housing,97141.0,,,,,,73.0,22.89999962,24.0,71.80000305,75.40000153,2220053.25,2333196.75,0.0,650660.3125,2220053.0,0.0,0.0,False,Compliant,,15.48,0.16
27297,2016,Multifamily LR (1-4),Low-Rise Multifamily,Jackson Park Apartments,13716 15th Ave NE,98125.0,5.0,NORTH,47.72914,-122.31193999999999,1975.0,1.0,3.0,28899,0.0,Multifamily Housing,Multifamily Housing,28899.0,,,,,,65.0,31.79999924,33.40000153,99.90000153,104.6999969,919266.125,963877.625,0.0,269421.5,919266.0,0.0,0.0,False,Compliant,,6.41,0.22
27298,2016,Multifamily LR (1-4),Low-Rise Multifamily,Executive Estates J & K,14017 15th Ave NE,98125.0,5.0,North,47.73105,-122.31428999999999,1975.0,1.0,3.0,57496,0.0,Multifamily Housing,Multifamily Housing,57496.0,,,,,,82.0,21.0,22.20000076,65.80000305,69.59999847,1204956.5,1273834.625,0.0,353152.5,1204956.0,0.0,0.0,False,Compliant,,8.4,0.15
27299,2016,Multifamily LR (1-4),Low-Rise Multifamily,Executive Estates N & R,14021 15th ave ne,98125.0,5.0,North,47.731,-122.31308,1985.0,1.0,4.0,48863,0.0,Multifamily Housing,Multifamily Housing,49334.0,,,,,,86.0,21.70000076,23.29999924,68.09999847,73.09999847,1070085.375,1148199.625,0.0,313624.0,1070085.0,0.0,0.0,False,Compliant,,7.46,0.15
27300,2016,Multifamily LR (1-4),Low-Rise Multifamily,"Executive Estates A,B,C,D",1227 NE 143rd Street,98125.0,5.0,North,47.731640000000006,-122.31409,1966.0,1.0,4.0,165694,0.0,Multifamily Housing,Multifamily Housing,180194.0,,,,,,67.0,24.60000038,26.20000076,77.09999847,82.09999847,4425832.5,4714074.5,0.0,1297137.125,4425832.0,0.0,0.0,False,Compliant,,30.85,0.19
27301,2016,Multifamily LR (1-4),Low-Rise Multifamily,"Executive Estates F,G,H",1227 NE 143rd Street,98125.0,5.0,North,47.731429999999996,-122.31343999999999,1968.0,1.0,3.0,143369,0.0,"Multifamily Housing, Parking",Multifamily Housing,140047.0,Parking,6408.0,,,,82.0,22.79999924,24.0,71.5,75.40000153,3190328.0,3363925.75,0.0,935031.5,3190327.0,0.0,0.0,False,Compliant,,22.24,0.16
27302,2016,Multifamily LR (1-4),Low-Rise Multifamily,Executive Estates M,14330 12th NE,98125.0,5.0,North,47.733309999999996,-122.31468000000001,1976.0,1.0,3.0,44230,0.0,Multifamily Housing,Multifamily Housing,79013.0,,,,,,64.0,23.5,24.89999962,73.90000153,78.30000305,1859571.875,1971296.375,0.0,545009.3125,1859572.0,0.0,0.0,False,Compliant,,12.96,0.29
27303,2016,NonResidential,Other,EMERSON,1249 NE 145TH ST,98155.0,5.0,North,47.73368,-122.31366000000001,1948.0,1.0,2.0,47237,0.0,Other,Other,47661.0,,,,,,,125.5,125.8000031,394.10000610000003,395.0,5981430.0,5996179.5,0.0,1753056.75,5981430.0,0.0,0.0,False,Compliant,,41.7,0.88
27304,2016,Multifamily HR (10+),High-Rise Multifamily,The Parc Belltown Condominiums,2716 WESTERN AVE,98121.0,7.0,DOWNTOWN,47.61574,-122.35211000000001,2007.0,1.0,13.0,187139,0.0,Multifamily Housing,Multifamily Housing,187139.0,,,,,,49.0,36.20000076,38.70000076,100.1999969,105.6999969,6772289.0,7238674.0,0.0,1632983.25,5571739.0,12005.49023,1200549.0,False,Compliant,,102.6,0.55
