OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
26249,2016,Multifamily LR (1-4),Senior Care Community,Maple Leaf Assisted Living & Memory Care,9001 Lake City Way NE,98115.0,5.0,NORTH,47.69,-122.31,2005.0,1.0,4.0,99941,11102.0,"Parking, Senior Care Community",Senior Care Community,88839.0,Parking,11102.0,,,,78.0,47.7,49.3,118.7,122.7,4233753.0,4377744.0,0.0,855543.62,2919115.0,13146.38,1314638.0,False,Compliant,,90.17,0.9
26252,2016,Multifamily LR (1-4),Low-Rise Multifamily,Buena Vista,1631 Boylston Avenue,98122.0,3.0,EAST,47.62,-122.32,1907.0,1.0,3.0,22800,0.0,Multifamily Housing,Multifamily Housing,22800.0,,,,,,93.0,49.6,53.0,74.3,77.8,1131770.62,1207357.25,0.0,70873.6,241821.0,8899.5,889950.0,False,Compliant,,48.95,2.15
26254,2016,NonResidential,Small- and Mid-Sized Office,1605 Boylston,610 E Pine Street,98122.0,3.0,EAST,47.62,-122.32,1922.0,1.0,3.0,27600,0.0,"Office, Retail Store",Office,13175.0,Retail Store,9175.0,,,,84.0,48.0,49.4,140.3,141.8,1072151.38,1103795.25,0.0,281869.69,961739.0,1104.12,110412.0,False,Compliant,,12.57,0.46
26257,2016,Multifamily LR (1-4),Low-Rise Multifamily,Rialto Court Apartments,1729 Boylston Ave,98122.0,3.0,EAST,47.62,-122.32,1907.0,1.0,3.0,26684,0.0,Multifamily Housing,Multifamily Housing,26684.0,,,,,,93.0,22.2,24.8,69.8,77.8,592999.19,660975.38,0.0,173798.09,592999.0,0.0,0.0,False,Compliant,,4.13,0.15
26261,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Granada Apartments,1736 Belmont Avenue,98122.0,3.0,EAST,47.62,-122.32,1923.0,1.0,6.0,72576,0.0,Multifamily Housing,Multifamily Housing,72576.0,,,,,,97.0,50.9,56.3,72.0,77.7,3694541.25,4086985.5,0.0,189205.2,645568.0,30489.73,3048973.0,False,Compliant,,166.43,2.29
26262,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Emerald Arms,1741 Belmont Ave,98122.0,3.0,EAST,47.62,-122.32,1926.0,1.0,6.0,33279,0.0,Multifamily Housing,Multifamily Housing,31779.0,,,,,,78.0,82.5,92.7,114.0,124.7,2621041.0,2944557.75,0.0,122030.2,416367.0,22046.74,2204674.0,False,Compliant,,119.99,3.61
26267,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Charbern Apartments,1705 Belmont Ave,98122.0,3.0,EAST,47.62,-122.32,1925.0,1.0,8.0,57504,0.0,"Multifamily Housing, Parking",Multifamily Housing,49357.0,Parking,8147.0,,,,93.0,35.2,38.3,86.8,95.8,1735538.25,1892150.5,0.0,345173.91,1177733.0,5578.05,557805.0,False,Compliant,,37.84,0.66
26269,2016,Multifamily LR (1-4),Low-Rise Multifamily,Hudson House,1712 Summit Ave.,98122.0,3.0,EAST,47.62,-122.33,1906.0,1.0,3.0,25536,0.0,Multifamily Housing,Multifamily Housing,25536.0,,,,,,97.0,67.9,74.2,105.3,111.9,1732954.25,1893665.25,0.0,121828.3,415678.0,13172.76,1317276.0,False,Compliant,,72.86,2.85
26281,2016,Multifamily LR (1-4),Low-Rise Multifamily,Windsor Court Condominium,566 Prospect St,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1989.0,1.0,4.0,30720,0.0,"Multifamily Housing, Parking",Multifamily Housing,30720.0,Parking,13500.0,,,,87.0,29.8,31.3,93.6,98.1,915286.19,960063.69,0.0,268255.0,915286.0,0.0,0.0,False,Compliant,,6.38,0.21
26282,2016,Multifamily LR (1-4),Low-Rise Multifamily,Windwatch Townhouses,2400 Aurora Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.64,-122.35,1987.0,1.0,4.0,44832,0.0,Multifamily Housing,Multifamily Housing,38850.0,,,,,,90.0,21.0,22.2,65.9,69.6,815115.5,861295.81,0.0,238896.7,815116.0,0.0,0.0,False,Compliant,,5.68,0.13
26283,2016,Multifamily LR (1-4),Low-Rise Multifamily,Windy Hills,3711 26th Place W,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65,-122.39,1968.0,1.0,4.0,78120,0.0,Multifamily Housing,Multifamily Housing,69822.0,,,,,,99.0,19.8,21.1,62.3,66.4,1384685.0,1476322.88,0.0,405827.91,1384685.0,0.0,0.0,False,Compliant,,9.65,0.12
26289,2016,NonResidential,Senior Care Community,Columbia Lutheran Home,4700 Phinney Avenue North,98103.0,6.0,Northwest,47.66,-122.35,1961.0,1.0,2.0,55974,0.0,Senior Care Community,Senior Care Community,56000.0,,,,,,98.0,109.6,114.5,214.2,222.1,6135173.0,6412428.0,0.0,778957.38,2657803.0,34773.7,3477370.0,False,Compliant,,203.21,3.63
26305,2016,Multifamily LR (1-4),Low-Rise Multifamily,WOODLAND COURT APTS (ID26305),705 N 50TH ST,98103.0,6.0,Northwest,47.66,-122.35,1916.0,1.0,3.0,28256,0.0,Multifamily Housing,Multifamily Housing,28256.0,,,,,,93.0,20.4,22.9,61.4,69.2,576038.19,645927.62,0.0,158556.59,540995.0,350.43,35043.0,False,Compliant,,5.63,0.2
26313,2016,Multifamily LR (1-4),Low-Rise Multifamily,Santorini at the Park Apts + Office,4902 Aurora Ave N,98103.0,4.0,Northwest,47.66,-122.35,2001.0,1.0,4.0,39235,0.0,"Multifamily Housing, Office",Multifamily Housing,20237.0,Office,1155.0,,,,,29.0,30.2,91.0,94.9,620104.0,646609.31,0.0,181742.09,620104.0,0.0,0.0,False,Compliant,,4.32,0.11
26319,2016,SPS-District K-12,K-12 School,Wing Luke Elementary,3701 S. Kenyon St.,98118.0,2.0,GREATER DUWAMISH,47.53,-122.28,1971.0,1.0,2.0,52901,0.0,K-12 School,K-12 School,52901.0,,,,,,75.0,42.3,47.4,94.8,102.2,2240342.0,2508012.0,0.0,373387.19,1273997.0,9663.45,966345.0,True,Error - Correct Default Data,,60.2,1.14
26321,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lake House,2320 and 2330 43rd Avenue E,98112.0,3.0,EAST,47.64,-122.28,1968.0,1.0,3.0,59502,0.0,Multifamily Housing,Multifamily Housing,53747.0,,,,,,27.0,37.2,40.2,116.9,126.2,2001643.75,2160313.5,0.0,586648.19,2001644.0,0.0,0.0,False,Compliant,,13.95,0.23
26324,2016,NonResidential,Senior Care Community,Saint Anne Nursing and Rehab Center,3540 NE 110th St,98125.0,5.0,NORTH,47.71,-122.29,1954.0,1.0,1.0,22583,0.0,Senior Care Community,Senior Care Community,22583.0,,,,,,95.0,87.7,94.0,161.0,167.6,1981360.0,2123591.75,0.0,217967.7,743706.0,12376.54,1237654.0,False,Compliant,,70.92,3.14
26325,2016,Multifamily LR (1-4),Low-Rise Multifamily,Cottonwood Apartments,11002 35th Ave NE,98125.0,5.0,NORTH,47.71,-122.29,1978.0,1.0,3.0,21712,0.0,Multifamily Housing,Multifamily Housing,21712.0,,,,,,,31.6,33.8,99.1,106.2,685310.88,734474.81,0.0,200853.09,685311.0,0.0,0.0,False,Compliant,,4.78,0.22
26330,2016,Multifamily LR (1-4),Low-Rise Multifamily,Queen City,1707 North 45th Street,98103.0,4.0,LAKE UNION,47.66,-122.34,1925.0,1.0,3.0,28187,0.0,Multifamily Housing,Multifamily Housing,28187.0,,,,,,96.0,21.2,22.5,42.4,45.9,596960.12,635015.31,0.0,79719.5,272003.0,3249.57,324957.0,False,Compliant,,19.15,0.68
26331,2016,NonResidential,Small- and Mid-Sized Office,Solid Ground,1501 N. 45th ST.,98103.0,4.0,LAKE UNION,47.66,-122.34,1997.0,0.0,3.0,31686,7358.0,"Food Service, Library, Office, Parking",Office,25927.0,Parking,6750.0,Food Service,3743.0,,35.0,72.8,72.8,228.5,228.5,2305643.5,2305643.5,0.0,675745.38,2305643.0,0.0,0.0,False,Compliant,,16.07,0.51
26348,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Place,1914 N 34th Street,98103.0,4.0,LAKE UNION,47.65,-122.33,1981.0,1.0,3.0,26694,6034.0,"Office, Parking",Office,24914.0,Parking,4720.0,,,,92.0,28.9,29.5,90.8,92.7,720170.69,735909.0,0.0,211069.91,720171.0,0.0,0.0,False,Compliant,,5.02,0.19
26351,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bergen,9711 Greenwood Ave N,98103.0,6.0,NORTHWEST,47.7,-122.36,1967.0,1.0,4.0,21440,0.0,"Multifamily Housing, Parking",Multifamily Housing,21440.0,Parking,0.0,,,,69.0,24.8,26.5,78.0,83.1,532729.62,567508.5,0.0,156134.09,532730.0,0.0,0.0,False,Compliant,,3.71,0.17
26354,2016,Multifamily LR (1-4),Low-Rise Multifamily,NW Market Street Condo HOA,5501 11th Ave. NW,98107.0,6.0,BALLARD,47.67,-122.37,1969.0,1.0,3.0,20143,0.0,Multifamily Housing,Multifamily Housing,20143.0,,,,,,46.0,30.2,32.0,94.9,100.5,608491.0,644526.81,0.0,178338.5,608491.0,0.0,0.0,False,Compliant,,4.24,0.21
26357,2016,Multifamily LR (1-4),Low-Rise Multifamily,Novell Condominium Asc.,901 NE 43rd St,98105.0,4.0,NORTHEAST,47.66,-122.32,1926.0,0.0,3.0,21158,0.0,Multifamily Housing,Multifamily Housing,21158.0,,,,,,90.0,36.2,37.3,68.4,70.1,766950.81,788485.69,0.0,90153.5,307604.0,4593.47,459347.0,False,Compliant,,26.54,1.25
26359,2016,NonResidential,Warehouse,Hansen Bros.,10750 Aurora Ave N,98133.0,5.0,NORTHWEST,47.71,-122.34,1972.0,1.0,1.0,29400,0.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25000.0,,,,,,69.0,9.1,9.1,28.6,28.6,227509.5,227509.5,0.0,66679.2,227509.0,0.0,0.0,False,Compliant,,1.59,0.05
26379,2016,NonResidential,Hotel,Georgetown Inn,6100 Corson Ave South,98108.0,2.0,GREATER DUWAMISH,47.55,-122.32,1992.0,1.0,3.0,22452,0.0,Hotel,Hotel,22452.0,,,,,,85.0,55.4,56.5,107.0,110.6,1244150.0,1269576.0,0.0,153688.41,524385.0,7197.65,719765.0,False,Compliant,,41.88,1.87
26383,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Union Park Apartments,1310 Minor Avenue,98101.0,3.0,EAST,47.61,-122.33,1989.0,1.0,6.0,113665,0.0,Multifamily Housing,Multifamily Housing,113665.0,,,,,,95.0,22.6,23.9,57.5,61.3,2567976.75,2718882.0,0.0,538463.5,1837237.0,7307.39,730739.0,False,Compliant,,51.62,0.45
26385,2016,Multifamily LR (1-4),Low-Rise Multifamily,Union Vista,1230 - 1240 5th Ave N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1998.0,1.0,3.0,20448,0.0,Multifamily Housing,Multifamily Housing,20041.0,,,,,,,39.3,42.4,88.5,93.3,787159.69,849966.31,0.0,132953.0,453636.0,3335.24,333524.0,False,Compliant,,20.88,1.02
26390,2016,Multifamily HR (10+),High-Rise Multifamily,University West,4544 7th Ave NE,98105.0,4.0,NORTHEAST,47.66,-122.32,1971.0,1.0,10.0,78600,0.0,Multifamily Housing,Multifamily Housing,78600.0,,,,,,41.0,46.3,49.2,128.9,137.5,3637973.0,3868281.75,0.0,885164.62,3020182.0,6177.91,617791.0,False,Compliant,,53.87,0.69
26391,2016,Multifamily LR (1-4),Low-Rise Multifamily,D.D. Culp Apartments,4555 15th Ave NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1928.0,1.0,3.0,27996,0.0,"Multifamily Housing, Parking",Multifamily Housing,23840.0,Parking,4156.0,,,,89.0,34.8,37.5,76.3,83.2,830739.81,893266.19,0.0,132784.2,453060.0,3776.8,377680.0,False,Compliant,,23.22,0.83
26392,2016,NonResidential,Other,192741-University,4500 University Way Ne,98105.0,4.0,NORTHEAST,47.66,-122.31,1912.0,1.0,2.0,25767,0.0,Bank Branch,Bank Branch,17434.0,,,,,,22.0,90.7,92.9,284.8,291.8,1581352.75,1620383.62,0.0,463467.91,1581352.0,0.0,0.0,False,Compliant,,11.02,0.43
26393,2016,NonResidential,Retail Store,4518 University,4518 University Way NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1953.0,1.0,4.0,33910,0.0,"Office, Retail Store",Retail Store,14585.0,Office,14462.0,,,,75.0,62.8,65.6,157.3,158.5,1822834.25,1904055.75,0.0,372252.09,1270124.0,5527.1,552710.0,False,Compliant,,38.21,1.13
26396,2016,NonResidential,Worship Facility,University Christian Church,4731 15TH AVE. NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1927.0,1.0,2.0,78401,0.0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,62400.0,Office,9940.0,K-12 School,4960.0,,,31.4,36.3,58.0,64.8,2462408.25,2846592.0,0.0,275490.59,939974.0,15224.34,1522434.0,False,Compliant,,87.41,1.11
26398,2016,Multifamily LR (1-4),Low-Rise Multifamily,Wayfarer Cooperative,4725 15th Ave NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1923.0,1.0,3.0,26008,0.0,Multifamily Housing,Multifamily Housing,24000.0,,,,,,83.0,47.2,51.5,69.4,74.2,1131962.38,1236774.0,0.0,66868.2,228154.0,9038.08,903808.0,False,Compliant,,49.59,1.91
26400,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Rivendell,4719 15th Avenue NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1999.0,1.0,4.0,34962,0.0,Multifamily Housing,Multifamily Housing,34962.0,,,,,,74.0,20.9,21.8,65.5,68.5,729096.88,762310.69,0.0,213686.09,729097.0,0.0,0.0,False,Compliant,,5.08,0.15
26401,2016,Multifamily LR (1-4),Low-Rise Multifamily,Hiatt Apartments,4701 15th Ave. NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1959.0,1.0,4.0,26185,0.0,"Multifamily Housing, Parking",Multifamily Housing,26185.0,Parking,8000.0,,,,90.0,23.9,25.4,75.1,79.9,625988.62,666194.81,0.0,183466.7,625988.0,0.0,0.0,False,Compliant,,4.36,0.17
26402,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Lothlorien,4719 University Way NE,98105.0,4.0,NORTHEAST,47.66,-122.31,2007.0,1.0,7.0,130600,0.0,"Multifamily Housing, Parking",Multifamily Housing,130600.0,Parking,33395.0,,,,92.0,25.7,26.5,80.8,83.2,3358983.5,3459830.75,0.0,984461.62,3358983.0,0.0,0.0,False,Compliant,,23.42,0.18
26409,2016,Multifamily LR (1-4),Low-Rise Multifamily,davison,5003 15th ave N.E.,98105.0,4.0,NORTHEAST,47.67,-122.31,1926.0,1.0,3.0,22018,0.0,"Multifamily Housing, Parking",Multifamily Housing,22018.0,Parking,1416.0,,,,92.0,24.2,26.1,52.7,57.7,533669.12,574656.69,0.0,84041.0,286748.0,2469.21,246921.0,False,Compliant,,15.11,0.69
26423,2016,Multifamily LR (1-4),Low-Rise Multifamily,Fremont Place,4601 Phinney Ave N,98103.0,6.0,Northwest,47.66,-122.35,1983.0,1.0,4.0,25721,0.0,"Multifamily Housing, Parking",Multifamily Housing,24451.0,Parking,1284.0,,,,21.0,38.8,40.7,121.8,127.8,948676.5,995226.62,0.0,278041.09,948676.0,0.0,0.0,False,Compliant,,6.61,0.26
26425,2016,Multifamily LR (1-4),Low-Rise Multifamily,Woodland Crest Condominiums,5901 Phinney Ave N.,98103.0,6.0,NORTHWEST,47.67,-122.35,1985.0,1.0,3.0,27432,0.0,"Multifamily Housing, Parking",Multifamily Housing,28026.0,Parking,8330.0,,,,87.0,28.2,30.3,88.6,95.1,791052.88,849073.81,0.0,231844.3,791053.0,0.0,0.0,False,Compliant,,5.51,0.2
26429,2016,Multifamily MR (5-9),Senior Care Community,Norse Home,5311 Phinney Ave North,98112.0,6.0,NORTHWEST,47.67,-122.35,1955.0,1.0,7.0,95599,0.0,Senior Care Community,Senior Care Community,91900.0,,,,,,44.0,88.5,96.6,147.8,156.2,8136665.5,8877094.0,0.0,706223.69,2409635.0,57270.3,5727030.0,False,Compliant,,320.96,3.36
26434,2016,Multifamily LR (1-4),Low-Rise Multifamily,30 Unit Apt,5705 Phinney Ave N,98103.0,6.0,NORTHWEST,47.67,-122.35,1930.0,1.0,3.0,32810,5634.0,"Multifamily Housing, Parking",Multifamily Housing,27176.0,Parking,5634.0,,,,70.0,72.5,81.0,93.4,102.4,1969746.25,2202585.0,0.0,66025.9,225280.0,17444.66,1744466.0,False,Compliant,,94.22,2.87
26460,2016,NonResidential,Warehouse,Mariner Square LLC,1900 N Northlake Way,98103.0,4.0,LAKE UNION,47.65,-122.33,1979.0,1.0,2.0,78716,0.0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,41275.0,Office,29399.0,Retail Store,6278.0,,38.0,52.1,54.8,152.5,156.9,4103800.75,4311327.5,0.0,1078782.62,3680806.0,4229.94,422994.0,False,Compliant,,48.13,0.61
26465,2016,NonResidential,K-12 School,St. Benedict School,4811 Wallingford Ave. N.,98103.0,4.0,LAKE UNION,47.66,-122.34,1910.0,1.0,2.0,33300,0.0,K-12 School,K-12 School,30740.0,,,,,,92.0,51.9,61.9,77.3,87.9,1594733.62,1903636.38,0.0,98448.6,335907.0,12588.27,1258827.0,False,Compliant,,69.2,2.08
26473,2016,NonResidential,Supermarket / Grocery Store,70500869 -- Wallingford,1801 North 45th Street,98103.0,4.0,LAKE UNION,47.66,-122.34,1957.0,1.0,1.0,28808,0.0,Supermarket/Grocery Store,Supermarket/Grocery Store,31174.0,,,,,,29.0,296.2,303.2,694.0,697.5,9232576.0,9450746.0,0.0,1674540.0,5713530.0,35190.45,3519045.0,False,Compliant,,226.73,7.87
26479,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lake Union House,949 N 35th,98103.0,4.0,LAKE UNION,47.65,-122.35,1978.0,1.0,4.0,23101,0.0,Multifamily Housing,Multifamily Housing,23101.0,,,,,,65.0,28.0,29.8,88.1,93.4,647906.19,687486.0,0.0,189890.41,647906.0,0.0,0.0,False,Compliant,,4.52,0.2
26482,2016,Multifamily LR (1-4),Low-Rise Multifamily,Quarterdeck,3711 26th pl w,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65,-122.39,1974.0,1.0,4.0,81821,0.0,Multifamily Housing,Multifamily Housing,68149.0,,,,,,30.0,35.3,37.6,110.8,118.1,2404045.25,2563977.75,0.0,704585.31,2404045.0,0.0,0.0,False,Compliant,,16.76,0.2
26504,2016,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne High School Condomominiums,201 Galer Street,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63,-122.35,1908.0,1.0,3.0,135608,0.0,"Multifamily Housing, Parking",Multifamily Housing,167409.0,Parking,26234.0,,,,83.0,30.4,33.1,79.1,86.9,5088349.5,5537844.5,0.0,1108304.25,3781534.0,13068.15,1306815.0,False,Compliant,,95.77,0.71
26506,2016,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne Ocean View,2244 13th Ave W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.64,-122.37,1990.0,1.0,4.0,41126,0.0,Multifamily Housing,Multifamily Housing,41126.0,,,,,,26.0,50.5,55.0,109.8,117.4,2077613.25,2260147.0,0.0,327498.0,1117423.0,9601.9,960190.0,False,Compliant,,58.79,1.43
26509,2016,Multifamily LR (1-4),Low-Rise Multifamily,Queen Anne 20,2221 Gilman Dr W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.64,-122.37,1977.0,1.0,4.0,29088,0.0,"Multifamily Housing, Parking",Multifamily Housing,24288.0,Parking,4860.0,,,,92.0,23.5,25.2,73.9,79.2,571520.81,612345.5,0.0,167503.09,571521.0,0.0,0.0,False,Compliant,,3.98,0.14
26514,2016,Multifamily LR (1-4),Low-Rise Multifamily,Walmor Apartments,5233 15th Ave NE,98105.0,4.0,NORTHEAST,47.67,-122.31,1965.0,1.0,4.0,30034,1874.0,Multifamily Housing,Multifamily Housing,28160.0,,,,,,95.0,23.8,25.5,74.7,80.2,669719.0,718817.38,0.0,196283.41,669719.0,0.0,0.0,False,Compliant,,4.67,0.16
26519,2016,Multifamily MR (5-9),Mid-Rise Multifamily,University Heights,5200 University Way NE,98105.0,4.0,NORTHEAST,47.67,-122.31,1975.0,1.0,6.0,30481,8076.0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,17256.0,Parking,5318.0,Retail Store,5149.0,,,26.5,29.2,83.1,91.6,592739.31,653307.5,0.0,173721.91,592739.0,0.0,0.0,False,Compliant,,4.13,0.14
26520,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Adria Apartments,5222 University Way NE,98105.0,4.0,NORTHEAST,47.67,-122.31,1981.0,1.0,5.0,20280,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,15524.0,Retail Store,4756.0,,,,,28.5,30.3,89.4,95.1,577328.69,614055.5,0.0,169205.41,577329.0,0.0,0.0,False,Compliant,,4.02,0.2
26523,2016,Multifamily LR (1-4),Low-Rise Multifamily,Renaissance Building,5265 UNIVERSITY WAY NE,98105.0,4.0,NORTHEAST,47.67,-122.31,1997.0,1.0,4.0,43644,10463.0,"Multifamily Housing, Retail Store",Multifamily Housing,28289.0,Retail Store,5000.0,,,,88.0,32.1,33.0,73.6,76.4,1069459.12,1099143.88,0.0,186335.91,635778.0,4336.81,433681.0,False,Compliant,,27.47,0.63
26524,2016,Multifamily MR (5-9),Mid-Rise Multifamily,University Plaza Apartments,5237 University Way NE,98105.0,4.0,NORTHEAST,47.67,-122.31,1998.0,1.0,5.0,37002,0.0,Multifamily Housing,Multifamily Housing,37000.0,,,,,,98.0,20.0,20.0,62.9,62.9,740790.5,740790.5,0.0,217113.3,740791.0,0.0,0.0,False,Compliant,,5.16,0.14
26528,2016,NonResidential,Small- and Mid-Sized Office,4701 University Way Bldg,4701 University Way NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1957.0,1.0,1.0,27966,7004.0,"Office, Parking",Office,20962.0,Parking,7004.0,,,,58.0,52.5,56.4,164.8,177.0,1100499.75,1181649.25,0.0,322538.0,1100500.0,0.0,0.0,False,Compliant,,7.67,0.27
26529,2016,NonResidential,Supermarket / Grocery Store,Safeway 3091 - Brooklyn Ave,4732 Brooklyn Ave NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1950.0,1.0,1.0,26226,0.0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,25828.0,Parking,0.0,,,,37.0,293.8,301.9,741.4,745.4,7588060.5,7798479.5,0.0,1567839.88,5349470.0,22385.9,2238590.0,False,Compliant,,156.18,5.96
26530,2016,Multifamily LR (1-4),Low-Rise Multifamily,COSTAS/APTS/U SEAFOOD,4557 UNIVERSITY WAY NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1919.0,1.0,4.0,20600,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,16480.0,Retail Store,4120.0,,,,,71.6,73.0,114.6,116.0,1475475.5,1504697.25,0.0,113656.1,387795.0,10876.81,1087681.0,False,Compliant,,60.47,2.94
26535,2016,NonResidential,Mixed Use Property,2967-University District,1300 N.E. 45Th Street,98105.0,4.0,NORTHEAST,47.66,-122.31,1976.0,1.0,2.0,34948,15755.0,"Bank Branch, Parking",Bank Branch,19183.0,Parking,19183.0,,,,17.0,60.5,63.8,189.8,200.2,1159807.12,1223177.38,0.0,339920.0,1159807.0,0.0,0.0,False,Compliant,,8.09,0.23
26536,2016,Multifamily LR (1-4),Low-Rise Multifamily,University Regency Apt,4522 Brooklyn Ave NE,98105.0,4.0,NORTHEAST,47.66,-122.31,1925.0,1.0,3.0,34090,0.0,Multifamily Housing,Multifamily Housing,34090.0,,,,,,66.0,30.1,31.4,94.7,98.6,1027675.88,1070145.38,0.0,301194.5,1027676.0,0.0,0.0,False,Compliant,,7.16,0.21
26550,2016,Multifamily HR (10+),Senior Care Community,The Hearthstone,6720 E. Greenlake Way N.,98103.0,6.0,NORTHWEST,47.68,-122.33,1965.0,1.0,10.0,198752,0.0,"Parking, Senior Care Community",Senior Care Community,198752.0,Parking,30000.0,,,,24.0,111.0,118.1,186.2,193.7,22055140.0,23464030.0,0.0,1942934.25,6629292.0,154258.48,15425848.0,False,Compliant,,865.48,4.35
26553,2016,Multifamily LR (1-4),Low-Rise Multifamily,Aladdin Apartments,6805 Woodlawn Ave NE,98115.0,6.0,NORTHWEST,47.68,-122.33,1958.0,1.0,3.0,38035,0.0,Multifamily Housing,Multifamily Housing,38035.0,,,,,,86.0,26.6,25.8,74.9,74.0,1012316.88,981119.69,0.0,250263.7,853900.0,1584.17,158417.0,False,Compliant,,14.37,0.38
26555,2016,Multifamily LR (1-4),Low-Rise Multifamily,Circa Green Lake - Municipal Benchmarking Account,6900 E. Green Lake Way N.,98115.0,6.0,NORTHWEST,47.68,-122.33,2008.0,1.0,4.0,191226,128050.0,"Fast Food Restaurant, Fitness Center/Health Club/Gym, Medical Office, Multifamily Housing, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Multifamily Housing,299642.0,Parking,128050.0,Medical Office,6578.0,201620152014,85.0,28.1,29.0,64.4,65.8,8987012.0,9261138.0,0.0,1559795.25,5322021.0,36649.9,3664990.0,False,Compliant,,231.75,1.21
26567,2016,Multifamily LR (1-4),Low-Rise Multifamily,Greenlake Terrace Apartments,7415 5th Ave NE,98115.0,6.0,NORTHWEST,47.68,-122.32,1986.0,1.0,4.0,55624,0.0,"Multifamily Housing, Parking",Multifamily Housing,41026.0,Parking,14598.0,,,,97.0,26.1,27.3,81.9,85.6,1069490.12,1118367.75,0.0,313449.59,1069490.0,0.0,0.0,False,Compliant,,7.46,0.13
26574,2016,Multifamily HR (10+),High-Rise Multifamily,Green Lake Plaza,505 NE 70th St,98115.0,6.0,NORTHWEST,47.68,-122.32,1969.0,1.0,11.0,94410,0.0,Multifamily Housing,Multifamily Housing,94410.0,,,,,,22.0,52.7,56.7,143.5,155.7,4973948.5,5357211.5,0.0,1166893.62,3981441.0,9925.07,992507.0,False,Compliant,,80.47,0.85
26829,2016,Multifamily MR (5-9),Mid-Rise Multifamily,ASCONA APTS,200 5TH AVE S,98104.0,2.0,DOWNTOWN,47.6,-122.33,1910.0,1.0,5.0,40420,0.0,Multifamily Housing,Multifamily Housing,40420.0,,,,,,96.0,34.3,36.4,74.8,80.0,1385697.0,1471417.75,0.0,219968.91,750534.0,6351.63,635163.0,False,Compliant,,38.97,0.96
26583,2016,Multifamily MR (5-9),Mid-Rise Multifamily,City View at Leschi,2901 S Jackson St,98144.0,3.0,CENTRAL,47.6,-122.29,2004.0,1.0,5.0,26583,0.0,"Multifamily Housing, Retail Store",Multifamily Housing,20000.0,Retail Store,1768.0,,,,,71.1,72.4,176.4,180.5,1547116.0,1575380.75,0.0,310686.59,1060063.0,4870.53,487053.0,False,Compliant,,33.26,1.25
