OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUse(kWh),SiteEnergyUseWN(kBtu),SiteEnergyUseWN(kWh),SteamUse(kBtu),SteamUse(kWh),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),NaturalGas(kWh),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comment,ComplianceStatus,Outlier
23576,2015,Multifamily LR (1-4),Low-Rise Multifamily,OLYMPUS MANOR COOP APT,220 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62697217,-122.3602254,1930,1,3.0,31552,2988,Multifamily Housing,Multifamily Housing,31552.0,,,,,,86.0,49.7,61.6,69.7,82.2,1566802.0,5346150,1944106.0,6633564,0.0,0,77531,264548.0,13023.0,1302265.0,4443512,0.0,71.01,2.21,Yes,,Compliant,
23577,2015,Multifamily LR (1-4),Low-Rise Multifamily,OLYMPIC ARMS & GRAYSON,209 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62653324,-122.3598572,1925,1,3.0,29533,0,Multifamily Housing,Multifamily Housing,29533.0,,,,,,96.0,44.9,51.2,68.1,74.8,1324965.0,4520968,1513013.0,5162614,0.0,0,86936,296639.0,10283.0,1028338.0,3508834,0.0,56.68,1.88,No,,Compliant,
23578,2015,Multifamily LR (1-4),Low-Rise Multifamily,VIKING APT,715 2ND AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62616308,-122.3596881,1930,1,3.0,20688,0,Multifamily Housing,Multifamily Housing,20688.0,,,,,,28.0,73.5,85.7,100.3,113.1,1521202.0,5190556,1771952.0,6046151,0.0,0,67099,228951.0,12923.0,1292260.0,4409374,0.0,70.23,3.35,No,,Compliant,
23579,2015,Multifamily LR (1-4),Low-Rise Multifamily,HALLMARK APTS,705 2ND AVE,98104.0,7,DOWNTOWN,47.62595062,-122.3596719,1946,1,3.0,22972,0,Multifamily Housing,Multifamily Housing,22972.0,,,,,,46.0,62.0,74.0,86.1,98.7,1425226.0,4863072,1700473.0,5802254,0.0,0,67449,230147.0,11951.0,1195089.0,4077812,0.0,65.08,2.79,No,,Compliant,
23589,2015,Multifamily LR (1-4),Low-Rise Multifamily,LOW INCOME ELDERLY APT,320 W ROY ST,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62611765,-122.3614432,1985,1,4.0,49034,3540,"Multifamily Housing, Parking",Multifamily Housing,45494.0,Parking,3540.0,,,,57.0,30.0,33.1,94.1,103.9,1364063.0,4654376,1505508.0,5137006,0.0,0,399784,1364119.0,0.0,0.0,0,0.0,9.51,0.07,Yes,,Compliant,
23590,2015,Multifamily LR (1-4),Low-Rise Multifamily,500 WEST OLYMPIC PLACE CO-OP,500 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62722469,-122.3636839,1962,1,4.0,33164,6156,"Multifamily Housing, Parking",Multifamily Housing,27008.0,Parking,6156.0,,,,93.0,21.8,22.9,68.4,71.8,587903.0,2006008,617360.0,2106519,0.0,0,172304,587927.0,0.0,0.0,0,0.0,4.1,0.05,No,,Compliant,
23593,2015,Multifamily LR (1-4),Low-Rise Multifamily,CHELSEA COURT APTS,620 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62781593,-122.3656557,1907,1,4.0,38407,0,Multifamily Housing,Multifamily Housing,38407.0,,,,,,59.0,31.3,36.1,98.1,113.3,1200381.0,4095869,1385870.0,4728784,0.0,0,351812,1200431.0,0.0,0.0,0,0.0,8.37,0.08,No,,Compliant,
23594,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SKYLINE HOUSE APTS,600 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62764508,-122.3651587,1955,1,6.0,88422,13336,Multifamily Housing,Multifamily Housing,75086.0,,,,,,87.0,57.1,67.9,90.5,101.9,4285049.0,14621193,5101383.0,17406641,0.0,0,322041,1098849.0,31862.0,3186245.0,10871919,0.0,176.88,1.95,No,,Compliant,
23595,2015,Multifamily LR (1-4),Low-Rise Multifamily,KINNEAR APTS,905 OLYMPIC WAY W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62858016,-122.3681081,1907,1,4.0,34498,0,Multifamily Housing,Multifamily Housing,34498.0,,,,,,100.0,27.4,32.6,40.0,46.1,943853.0,3220560,1123577.0,3833803,0.0,0,54345,185431.0,7584.0,758429.0,2587867,0.0,41.57,1.18,No,,Compliant,
23605,2015,Multifamily LR (1-4),Low-Rise Multifamily,HILLCOURT APTS,3022 NE 140TH ST,98125.0,5,NORTH,47.73067959,-122.2955576,1985,1,4.0,56074,0,"Multifamily Housing, Parking",Multifamily Housing,56074.0,Parking,0.0,,,,72.0,27.7,30.1,87.0,94.4,1554342.0,5303634,1686439.0,5754368,0.0,0,455552,1554407.0,0.0,0.0,0,0.0,10.84,0.07,No,,Compliant,
23609,2015,Multifamily LR (1-4),Low-Rise Multifamily,DEL MAR APTS,14033 32ND AVE NE,98125.0,5,NORTH,47.73107616,-122.2948982,1981,1,4.0,43132,0,Multifamily Housing,Multifamily Housing,43132.0,,,,,,61.0,26.0,28.2,81.6,88.5,1120197.0,3822270,1215144.0,4146243,0.0,0,328311,1120243.0,0.0,0.0,0,0.0,7.81,0.07,No,,Compliant,
23610,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PARKWAY 1 APARTMENTS,14019 32ND AVE NE,98125.0,5,NORTH,47.73072145,-122.2947625,1968,1,5.0,25671,0,Multifamily Housing,Multifamily Housing,25671.0,,,,,,93.0,26.0,28.2,81.5,88.5,666385.0,2273799,723561.0,2468892,0.0,0,195306,666413.0,0.0,0.0,0,0.0,4.65,0.07,No,,Compliant,
23611,2015,Multifamily LR (1-4),Low-Rise Multifamily,PARKWAY 2 APARTMENTS,14023 32ND AVE NE,98125.0,5,NORTH,47.73082352,-122.29418945,1993,1,4.0,31379,5829,"Multifamily Housing, Parking",Multifamily Housing,31379.0,Parking,5829.0,,,,73.0,26.9,29.1,84.4,91.3,843078.0,2876701,912748.0,3114425,0.0,0,247092,843113.0,0.0,0.0,0,0.0,5.88,0.07,No,,Compliant,
23612,2015,Multifamily LR (1-4),Low-Rise Multifamily,HIDDEN STREAMS APARTMENT,3032 NE 140TH ST,98125.0,5,NORTH,47.73040373,-122.2948837,1969,1,4.0,24052,0,,,,,,,,,100.0,9.7,10.1,30.4,31.7,232968.0,794919,243030.0,829252,0.0,0,68279,232978.0,0.0,0.0,0,0.0,1.62,0.03,No,,Compliant,
23615,2015,Multifamily MR (5-9),Mid-Rise Multifamily,PROMENADE @ THE PARK APTS,3215 NE 143RD ST,98125.0,5,NORTH,47.73173261,-122.2934809,2003,1,6.0,119355,46370,Multifamily Housing,Multifamily Housing,72985.0,,,,,,73.0,27.7,29.7,87.0,93.2,2023258.0,6903642,2165211.0,7388006,0.0,0,592983,2023342.0,0.0,0.0,0,0.0,14.1,0.05,No,,Compliant,
23618,2015,NonResidential,Non-Refrigerated Warehouse,"OCEAN BEAUTY ALASKA BLDG, LLC",1120 W EWING ST,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65676796,-122.3704009,1957,1,1.0,38255,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38255.0,,,,,,13.0,24.2,30.0,48.1,54.2,925097.0,3156561,1147076.0,3913985,0.0,0,122057,416476.0,5086.0,508638.0,1735544,0.0,29.92,0.74,No,,Compliant,
23622,2015,Campus,Other,FISHERMAN'S TERMINAL - CAMPUS,2000 W EMERSON PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65802175,-122.3828922,1955,1,1.0,260241,0,Other,Other,260241.0,,,,,,,125.6,137.7,337.5,370.2,32675250.0,111492579,35823228.0,122233926,0.0,0,7504491,25606386.0,70699.0,7069925.0,24123585,0.0,553.99,1.71,No,,Compliant,
23632,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEVENTY-O-ONE CONDOMINIUM,7001 SAND POINT WAY NE,98115.0,4,NORTHEAST,47.67983323,-122.2639904,1970,1,4.0,144779,0,Multifamily Housing,Multifamily Housing,144779.0,,,,,,65.0,26.6,28.5,83.5,89.4,3850963.0,13140031,4122464.0,14066430,0.0,0,1128653,3851124.0,0.0,0.0,0,0.0,26.85,0.07,No,,Compliant,
23633,2015,Multifamily LR (1-4),Low-Rise Multifamily,7300 WOODLAWN AVENUE CONDOMINIUM,7300 WOODLAWN AVE NE,98115.0,6,NORTHWEST,47.68150638,-122.3250814,1967,1,3.0,20210,0,"Multifamily Housing, Parking",Multifamily Housing,20000.0,Parking,700.0,,,,88.0,26.5,29.1,67.9,75.0,529807.0,1807776,581979.0,1985794,0.0,0,112496,383854.0,1460.0,145969.0,498066,0.0,10.43,0.43,No,,Compliant,
23637,2015,Multifamily LR (1-4),Low-Rise Multifamily,J&E APTS,7910 RAINIER AVE S,98118.0,2,SOUTHEAST,47.53115578,-122.2695897,1956,2,2.0,21708,0,Multifamily Housing,Multifamily Housing,21708.0,,,,,,59.0,60.6,72.7,102.2,114.8,1315298.0,4487983,1577240.0,5381766,0.0,0,117310,400280.0,9150.0,915035.0,3122228,0.0,51.39,2.29,No,,Compliant,
23639,2015,Multifamily LR (1-4),Low-Rise Multifamily,SEWARD PARK TOWNHOMES,7322 RAINIER AVE S,98118.0,2,SOUTHEAST,47.53661289,-122.268902,2006,1,2.0,55842,0,"Multifamily Housing, Parking",Multifamily Housing,42762.0,Parking,13080.0,,,,36.0,31.1,33.4,97.7,104.9,1331031.0,4541666,1429141.0,4876431,0.0,0,390103,1331086.0,0.0,0.0,0,0.0,9.28,0.06,No,,Compliant,
23641,2015,Multifamily HR (10+),High-Rise Multifamily,SHANNON CONDOMINIUM,601 BELMONT AVE E,98102.0,3,EAST,47.62473555,-122.3244527,1970,1,12.0,97160,15303,"Multifamily Housing, Parking",Multifamily Housing,108000.0,Parking,12000.0,,,,29.0,36.2,43.0,113.7,135.0,3909668.0,13340340,4642519.0,15840932,0.0,0,1145858,3909830.0,0.0,0.0,0,0.0,27.26,0.11,Yes,,Compliant,
23643,2015,Multifamily LR (1-4),Low-Rise Multifamily,SHEFFIELD CONDOMINIUM,200 17TH AVE E,98112.0,3,CENTRAL,47.61986338,-122.3096735,1929,1,4.0,23875,0,Multifamily Housing,Multifamily Housing,23875.0,,,,,,51.0,49.7,60.0,82.5,95.2,1185469.0,4044988,1431479.0,4884409,0.0,0,101812,347397.0,8381.0,838086.0,2859668,0.0,46.93,1.9,No,,Compliant,
23652,2015,Multifamily LR (1-4),Low-Rise Multifamily,SHILSHOLE VIEW CONDOMINIUM,6044 SEAVIEW AVE NW,98107.0,6,BALLARD,47.67332322,-122.406066,1999,1,4.0,28467,0,"Multifamily Housing, Office",Multifamily Housing,21804.0,Office,3032.0,,,,,17.6,18.7,55.1,58.8,435985.0,1487642,465339.0,1587802,0.0,0,127780,436003.0,0.0,0.0,0,0.0,3.04,0.04,No,,Compliant,
23653,2015,NonResidential,Small- and Mid-Sized Office,SHIP CANAL OFFICE CENTER,146 N CANAL ST,98103.0,6,LAKE UNION,47.65101371,-122.3553519,1989,1,3.0,48924,0,"Office, Parking",Office,31325.0,Parking,13143.0,,,,77.0,64.6,68.8,151.4,150.9,2023197.0,6903434,2156584.0,7358569,0.0,0,367317,1253337.0,7699.0,769913.0,2627052,0.0,49.63,0.9,No,,Compliant,
23657,2015,Multifamily MR (5-9),Mid-Rise Multifamily,THE SIENA CONDOMINIUM,326 QUEEN ANNE AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62176895,-122.35635376,2001,1,6.0,22551,0,"Medical Office, Multifamily Housing, Parking",Multifamily Housing,21642.0,Parking,4200.0,Medical Office,909.0,,,40.6,42.1,119.2,120.8,916001.0,3125525,950423.0,3242977,0.0,0,242061,825947.0,901.0,90089.0,307396,0.0,10.54,0.31,No,,Compliant,
23658,2015,Multifamily LR (1-4),Low-Rise Multifamily,SIENA DEL LAGO CONDOMINIUM,2059 MINOR AVE E,98102.0,4,LAKE UNION,47.6379687,-122.3288491,1989,1,2.0,21643,0,Multifamily Housing,Multifamily Housing,21643.0,,,,,,,44.0,52.6,69.4,79.5,951913.0,3248061,1138862.0,3885958,0.0,0,70337,239998.0,7119.0,711925.0,2429188,0.0,39.48,1.78,No,,Compliant,
23660,2015,Multifamily LR (1-4),Low-Rise Multifamily,SIGNATURE PLACE CONDOMINIUM,801 2ND AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62661291,-122.3531782,1994,1,4.0,26964,4304,Multifamily Housing,Multifamily Housing,22664.0,,,,,,90.0,26.9,28.3,68.8,70.3,609257.0,2078871,642321.0,2191690,0.0,0,128986,440119.0,1692.0,169156.0,577184,0.0,12.05,0.38,Yes,,Compliant,
23661,2015,Multifamily MR (5-9),Mid-Rise Multifamily,SITE 17,2440 WESTERN AVE,98121.0,7,DOWNTOWN,47.61388807,-122.3488512,1998,1,8.0,139301,0,"Multifamily Housing, Other, Restaurant, Supermarket/Grocery Store",Multifamily Housing,94506.0,Supermarket/Grocery Store,1448.0,Restaurant,1066.0,,,33.9,36.1,103.4,110.2,3305797.0,11279847,3517197.0,12001174,0.0,0,927485,3164711.0,1412.0,141217.0,481852,0.0,29.56,0.11,No,,Compliant,
23671,2015,NonResidential,Small- and Mid-Sized Office,AREIS BUILDING,2358 EASTLAKE AVE E,98102.0,4,LAKE UNION,47.64160748,-122.3255231,1959,1,4.0,50333,18036,Office,Office,50333.0,,,,,,91.0,29.4,34.6,92.2,108.8,1477321.0,5040828,1743543.0,5949215,0.0,0,432978,1477382.0,0.0,0.0,0,0.0,10.3,0.08,No,,Compliant,
23672,2015,NonResidential,Small- and Mid-Sized Office,2324 EASTLAKE,2324 EASTLAKE AVE E,98102.0,4,LAKE UNION,47.64047271,-122.3255112,1986,1,4.0,57432,21906,"Office, Parking",Office,34160.0,Parking,19650.0,,,,,73.1,79.1,229.7,248.3,2498684.0,8525863,2700903.0,9215863,0.0,0,732323,2498788.0,0.0,0.0,0,0.0,17.42,0.12,No,,Compliant,
23673,2015,NonResidential,Small- and Mid-Sized Office,2300 EASTLAKE,2300 EASTLAKE AVE E,98102.0,4,LAKE UNION,47.63997419,-122.3255225,1969,1,3.0,25912,7956,"Office, Parking",Office,17332.0,Parking,9162.0,,,,,35.5,39.0,111.6,122.4,615894.0,2101517,675680.0,2305515,0.0,0,180508,615920.0,0.0,0.0,0,0.0,4.29,0.06,No,,Compliant,
23674,2015,NonResidential,Small- and Mid-Sized Office,2345 EASTLAKE,2345 EASTLAKE AVE E,98102.0,4,LAKE UNION,47.64108252,-122.3262268,2000,1,3.0,57132,21908,"Office, Parking",Office,33705.0,Parking,21908.0,,,,61.0,67.8,67.8,213.0,213.0,2286622.0,7802278,2286622.0,7802278,0.0,0,670171,2286717.0,0.0,0.0,0,0.0,15.94,0.11,No,,Compliant,
23677,2015,Multifamily MR (5-9),Mid-Rise Multifamily,STEWART MANOR,6339 34TH AVE SW,98126.0,1,DELRIDGE,47.54496384,-122.37545013,1968,1,6.0,49510,0,Multifamily Housing,Multifamily Housing,49510.0,,,,,,3.0,54.4,61.4,148.6,168.9,2694853.0,9195220,3038937.0,10369283,0.0,0,635078,2166976.0,5280.0,527967.0,1801498,0.0,43.15,0.68,Yes,,Compliant,
23679,2015,Multifamily LR (1-4),Low-Rise Multifamily,ALDER CREST APTS.,6520 35TH AVE SW,98126.0,1,DELRIDGE,47.54369962,-122.3760533,1977,1,3.0,23664,0,Multifamily Housing,Multifamily Housing,23664.0,,,,,,10.0,41.6,47.0,130.6,147.5,984618.0,3359656,1111734.0,3793393,0.0,0,288575,984659.0,0.0,0.0,0,0.0,6.86,0.11,Yes,,Compliant,
23680,2015,Multifamily LR (1-4),Low-Rise Multifamily,"SGT JOSE CANGAS, SR. APARTMENTS",6025 LANHAM PL SW,98126.0,1,DELRIDGE,47.54733949,-122.3737588,2006,1,3.0,42169,800,Multifamily Housing,Multifamily Housing,36628.0,,,,,,49.0,30.6,32.8,96.1,103.1,1121259.0,3825894,1202918.0,4104526,0.0,0,328622,1121306.0,0.0,0.0,0,0.0,7.82,0.07,Yes,,Compliant,
23681,2015,Multifamily LR (1-4),Low-Rise Multifamily,PROVIDENCE ELIZABETH HOUSE,3201 SW GRAHAM ST,98126.0,1,DELRIDGE,47.54637281,-122.3737048,2006,1,4.0,56334,0,Multifamily Housing,Multifamily Housing,56934.0,,,,,,80.0,32.8,35.7,79.0,85.2,1870069.0,6380940,2034626.0,6942432,0.0,0,355517,1213075.0,6570.0,657044.0,2241927,0.0,43.35,0.68,No,,Compliant,
23682,2015,Multifamily LR (1-4),Senior Care Community,BRIDGE PARK HOLIDAY RETIREMENT,3204 SW MORGAN ST,98126.0,1,DELRIDGE,47.54589146,-122.3742703,2008,1,3.0,144682,0,"Restaurant, Senior Care Community",Senior Care Community,120513.0,Restaurant,24169.0,,,,95.0,36.2,38.5,89.7,95.6,5231373.0,17850185,5573246.0,19016704,0.0,0,1050134,3583206.0,16483.0,1648316.0,5624287,0.0,112.52,0.67,No,,Compliant,
23689,2015,NonResidential,Worship Facility,SALVATION ARMY,9050 16TH AVE SW,98106.0,1,DELRIDGE,47.52126544,-122.3546951,1957,1,2.0,24224,0,"Parking, Worship Facility",Worship Facility,24224.0,Parking,0.0,,,,41.0,44.0,49.6,100.0,105.9,1064745.0,3633060,1201212.0,4098705,0.0,0,182842,623884.0,4409.0,440886.0,1504365,0.0,27.76,1.04,No,,Compliant,
23691,2015,NonResidential,Worship Facility,WESTWOOD CHRISTIAN COMMUNITY,9252 16TH AVE SW,98106.0,1,DELRIDGE,47.51981437,-122.3547556,1963,1,1.0,23706,0,Worship Facility,Worship Facility,23706.0,,,,,,77.0,16.8,20.2,34.2,37.8,398357.0,1359250,479695.0,1636787,0.0,0,54972,187572.0,2108.0,210793.0,719255,0.0,12.5,0.49,No,,Compliant,
23695,2015,Multifamily MR (5-9),Mid-Rise Multifamily,HIGHLAND QUEEN ANNE,900 WARREN AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62742319,-122.3536927,1963,1,5.0,27288,0,Multifamily Housing,Multifamily Housing,27288.0,,,,,,80.0,43.9,52.8,71.7,81.1,1198401.0,4089113,1441491.0,4918571,0.0,0,98088,334690.0,8637.0,863725.0,2947152,0.0,48.21,1.71,No,,Compliant,
23701,2015,NonResidential,Non-Refrigerated Warehouse,RUNG WAREHOUSE,1136 S ALBRO PL,98108.0,2,GREATER DUWAMISH,47.54644126,-122.3170691,1963,1,1.0,31900,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,,,,,34.1,34.1,107.0,107.0,1090032.0,3719343,1090032.0,3719343,0.0,0,319470,1090077.0,0.0,0.0,0,0.0,7.6,0.09,No,,Compliant,
23708,2015,Multifamily LR (1-4),Low-Rise Multifamily,ANNE VISTA APTS,2416 54TH PL SW,98116.0,1,SOUTHWEST,47.58231763,-122.4014285,1957,1,3.0,20184,0,Multifamily Housing,Multifamily Housing,20184.0,,,,,,100.0,7.5,8.4,23.6,26.3,151798.0,517956,168939.0,576443,0.0,0,44489,151804.0,0.0,0.0,0,0.0,1.06,0.02,No,,Compliant,Low Outlier
23711,2015,NonResidential,Other,OLD FAUNTLEROY SCHOOLHOUSE,9131 CALIFORNIA AVE SW,98136.0,1,SOUTHWEST,47.52196442,-122.3879704,1917,1,1.0,49066,0,Social/Meeting Hall,Social/Meeting Hall,49000.0,,,,,,,77.9,100.7,106.2,130.1,3819263.0,13031866,4934802.0,16838243,0.0,0,167529,571633.0,32477.0,3247654.0,11081455,0.0,176.47,3.55,No,,Compliant,
23712,2015,NonResidential,Worship Facility,FAUNTLEROY COMMUNITY CHURCH,9140 CALIFORNIA AVE SW,98136.0,1,SOUTHWEST,47.52104275,-122.3870066,1952,1,3.0,30740,0,"Other - Recreation, Worship Facility",Worship Facility,28293.0,Other - Recreation,11630.0,,,,,39.4,46.5,73.0,81.2,1573701.0,5369690,1855173.0,6330112,0.0,0,177083,604231.0,9695.0,969496.0,3308057,0.0,55.7,1.73,No,,Compliant,
23713,2015,Multifamily LR (1-4),Low-Rise Multifamily,STARLITER,8708 RAINIER AVE S,98118.0,2,SOUTHEAST,47.52474088,-122.2694695,1962,1,4.0,21540,0,Multifamily Housing,Multifamily Housing,21540.0,,,,,,74.0,35.7,35.7,112.2,112.2,769676.0,2626243,769676.0,2626243,0.0,0,225579,769707.0,0.0,0.0,0,0.0,5.37,0.1,No,,Compliant,
23714,2015,Multifamily LR (1-4),Low-Rise Multifamily,LAKE WASHINGTON APARTMENTS,9061 SEWARD PARK AVE S,98118.0,2,SOUTHEAST,47.52280018,-122.2668084,1947,1,2.0,332900,0,,,,,,,,,55.0,33.0,37.1,103.6,116.5,10985265.0,37483279,12352506.0,42148499,0.0,0,3219597,10985721.0,0.0,0.0,0,0.0,76.58,0.09,No,,Compliant,
23716,2015,NonResidential,Supermarket/Grocery Store,SAARS MARKET (2012),9000 RAINIER AVE S,98118.0,2,SOUTHEAST,47.52263582,-122.268551,1959,1,1.0,67450,0,Supermarket/Grocery Store,Supermarket/Grocery Store,42760.0,,,,,,1.0,253.8,263.5,604.9,607.2,10851443.0,37026660,11266246.0,38442026,0.0,0,2029443,6924747.0,39270.0,3926985.0,13399428,0.0,256.84,3.37,No,,Compliant,
23722,2015,SPS-District K-12,K-12 School,NORTH BEACH (SPS-DISTRICT),9018 24TH AVE NW,98117.0,6,BALLARD,47.69493726,-122.3870895,1958,1,1.0,39971,0,K-12 School,K-12 School,40271.0,,,,,,94.0,37.5,48.2,69.7,84.0,1499128.0,5115237,1927090.0,6575503,0.0,0,169850,579552.0,9196.0,919600.0,3137805,0.0,52.88,1.26,Yes,,Compliant,
23723,2015,Multifamily MR (5-9),Mid-Rise Multifamily,DOMAINE,2483 BIRCH AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64203154,-122.34651268,2006,1,6.0,67796,11761,"Multifamily Housing, Parking",Multifamily Housing,39469.0,Parking,23160.0,,,,82.0,58.1,65.2,143.4,156.1,2292169.0,7821205,2573335.0,8780583,0.0,0,456139,1556411.0,7358.0,735823.0,2510732,0.0,49.93,0.64,No,,Compliant,
23725,2015,Multifamily LR (1-4),Low-Rise Multifamily,VIEWPOINT - QUEEN ANNE,2450 AURORA AVE N,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64104323,-122.3456346,1987,1,4.0,120693,8543,,,,,,,,,94.0,28.0,30.2,63.2,65.5,3141271.0,10718461,3383271.0,11544199,0.0,0,531474,1813463.0,13279.0,1327883.0,4530924,0.0,83.17,0.62,No,,Compliant,
23730,2015,NonResidential,Non-Refrigerated Warehouse,SALMON BAY TERMINALS - RSVP BLDG,4021 13TH AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65685926,-122.3752389,1948,1,1.0,46970,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46970.0,,,,,,,0.2,0.2,0.8,0.8,11441.0,39038,11441.0,39038,0.0,0,3353,11442.0,0.0,0.0,0,0.0,0.08,0.0,No,,Compliant,
23736,2015,NonResidential,Non-Refrigerated Warehouse,BUILDERS HARDWARE STORE,1516 15TH AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63283757,-122.3753418,1931,1,1.0,47554,0,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,18133.0,Office,8679.0,Retail Store,2388.0,,,33.1,32.3,92.4,89.8,1029084.0,3511380,1003381.0,3423678,0.0,0,251401,857817.0,1713.0,171303.0,584510,0.0,15.08,0.24,No,,Compliant,
23742,2015,NonResidential,Small- and Mid-Sized Office,1419 ELLIOTT AVE,1415 ELLIOTT AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63069544,-122.374333,1979,1,2.0,43016,5400,Office,Office,43016.0,,,,,,100.0,26.4,33.8,33.3,41.0,1137520.0,3881379,1453424.0,4959288,0.0,0,33467,114193.0,10233.0,1023332.0,3491753,0.0,55.15,1.27,No,,Compliant,
23743,2015,NonResidential,Mixed Use Property,HARLAN FAIRBANKS CO/DOGLOUNGE/URBAN VET,1405 ELLIOTT AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63035202,-122.37393951,1931,1,1.0,24196,0,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,,,42.6,50.3,104.3,114.0,1031039.0,3518051,1217540.0,4154418,0.0,0,202110,689629.0,3414.0,341439.0,1165038,0.0,22.94,0.83,No,,Compliant,
23744,2015,NonResidential,Small- and Mid-Sized Office,1430-1448 Elliott Ave W,1436 ELLIOTT AVE W,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6313675,-122.3738745,1940,1,2.0,20671,0,Office,Office,20671.0,,,,,,99.0,30.4,39.3,51.2,60.6,628023.0,2142903,812340.0,2771819,0.0,0,56085,191369.0,4367.0,436662.0,1489952,0.0,24.53,1.15,No,,Compliant,
23752,2015,Multifamily LR (1-4),Low-Rise Multifamily,16TH AVENUE TOWNHOMES CONDOMINIUM,1600 E YESLER WAY,98122.0,3,CENTRAL,47.60185139,-122.3110528,1985,1,2.0,24150,0,Multifamily Housing,Multifamily Housing,20125.0,,,,,,28.0,34.6,40.8,108.7,128.0,696777.0,2377501,820098.0,2798290,0.0,0,204214,696805.0,0.0,0.0,0,0.0,4.86,0.08,Yes,,Compliant,
23757,2015,NonResidential,Non-Refrigerated Warehouse,TILE FOR LESS,2440 1ST AVE S,98134.0,2,GREATER DUWAMISH,47.580646,-122.333694,1927,1,1.0,21600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,,,,,,55.0,24.2,30.5,50.7,58.0,523133.0,1785003,658094.0,2245509,0.0,0,76487,260985.0,2622.0,262159.0,894523,0.0,15.74,0.68,No,,Compliant,
23758,2015,Multifamily MR (5-9),Mid-Rise Multifamily,615 EAST PIKE ST CONDOMINIUM,611 E PIKE ST,98122.0,3,EAST,47.61392222,-122.3238924,1999,1,5.0,30418,0,Multifamily Housing,Multifamily Housing,21474.0,,,,,,,24.2,25.0,75.9,78.4,519317.0,1771983,536200.0,1829590,0.0,0,152203,519339.0,0.0,0.0,0,0.0,3.62,0.05,No,,Compliant,
23759,2015,Multifamily LR (1-4),Low-Rise Multifamily,660 WEST OLYMPIC PLACE CONDOMINIUM,660 W OLYMPIC PL,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62815724,-122.3665946,2000,1,4.0,21754,0,"Multifamily Housing, Parking",Multifamily Housing,19189.0,Parking,2565.0,,,,,61.9,66.1,119.3,121.7,1187315.0,4051286,1269133.0,4330461,0.0,0,146192,498826.0,6885.0,688509.0,2349290,0.0,40.04,1.74,No,,Compliant,
